ID,CENTER,FY,SIC,NAICS,STATE,ANNUAL_SALES,EMPLOYEES,PLANT_AREA,ANNUAL_ELECTRICITY_COST,TOTAL_RECC_IMP_COST,TOTAL_RECC_SAVINGS,ROI_YRS,PRODUCTS,PRODUNITS,PRODLEVEL,PRODHOURS,NUMARS,num_reccs,ARC2,IMPSTATUS
AM0001,AM,1987,3671.0,,TX,33900000.0,206.0,,184985.0,15956.0,4479.0,3.562402321946863,MICRO & MINI COMPUTERS,1.0,310.0,2250.0,7,7,"2.8114,2.7142,2.7111,2.7447,2.7233,2.7111,2.7111","N,N,N,I,N,N,N"
AM0002,AM,1987,2761.0,,TX,25000000.0,156.0,,338359.0,73676.0,109532.0,0.6726436109995253,BUSINESS FORMS,,,2250.0,9,9,"2.6221,2.7226,2.6212,2.4111,2.7142,2.7142,2.7142,2.7133,2.7111","I,I,I,N,I,I,I,I,I"
AM0003,AM,1987,3494.0,,TX,15000000.0,200.0,,139480.0,15724.0,16001.0,0.9826885819636273,SAFETY JOINTS & VALVES,,,2250.0,8,8,"2.3212,2.7224,2.7111,2.4111,2.7142,2.7142,2.2437,2.7142","N,N,N,N,N,I,N,I"
AM0004,AM,1987,3713.0,,TX,4200000.0,75.0,,68986.0,22429.0,17607.0,1.2738683478162094,TRUCKS BEDS & TRAILERS,1.0,1000.0,2340.0,11,11,"2.6218,2.7142,2.7142,2.4236,2.7142,2.6232,2.6232,2.6212,2.7142,2.2437,2.8114","I,I,I,I,N,N,N,I,N,N,N"
AM0005,AM,1987,2024.0,,TX,12000000.0,39.0,,185065.0,7453.0,3402.0,2.1907701352145796,ICE CREAM,5.0,2000.0,2080.0,7,7,"2.7142,2.7142,2.7142,2.2449,2.4111,2.1233,2.8112","I,I,N,N,N,I,N"
AM0006,AM,1987,2048.0,,TX,11000000.0,50.0,,91441.0,16909.0,10405.0,1.6250840941854878,FEED & MEAT PROCESSING,3.0,35311.0,3222.0,6,6,"2.8114,3.7214,2.1233,2.4111,2.2511,2.6232","I,I,I,I,I,I"
AM0007,AM,1987,3559.0,,TX,25000000.0,75.0,,124715.0,10871.0,7880.0,1.3795685279187817,NG LIQUIDS PROCES EQUIPMENT,,,4420.0,5,5,"2.3212,2.4236,2.6212,2.7142,2.7142","I,N,I,I,I"
AM0008,AM,1987,2448.0,,TX,1900000.0,50.0,,78950.0,16509.0,9665.0,1.7081220900155198,"WOODEN PALLETS,VENEERS",,,2080.0,4,4,"2.7142,2.4236,2.4111,2.5194","I,I,I,N"
AM0009,AM,1987,2796.0,,TX,22000000.0,82.0,,261212.0,27195.0,27834.0,0.9770424660487174,LIGHOGRAPHIC PLATES,1.0,9000000.0,6816.0,4,4,"2.8114,2.7121,2.7142,2.1311","I,I,N,N"
AM0010,AM,1987,2752.0,,TX,30000000.0,312.0,,304881.0,3329.0,5699.0,0.584137567994385,LETHOGRAPHIC PRINTING,1.0,1407000.0,8736.0,4,4,"2.2437,2.7142,2.2711,2.7142","N,I,I,I"
AM0011,AM,1987,2673.0,,TX,13500000.0,70.0,,529510.0,51641.0,40545.0,1.2736712294980885,MISCELLANEOUS PLASTICS,2.0,31000000.0,8736.0,9,9,"2.3511,2.2511,2.4312,2.7142,2.2437,2.7142,2.4111,2.8114,2.6232","I,N,I,I,I,I,I,I,I"
AM0012,AM,1987,3089.0,,TX,11000000.0,150.0,,219879.0,68.0,15003.0,0.004532426847963741,PLASTIC HOUSEWARES,2.0,42000000.0,8736.0,5,5,"2.6212,2.7121,2.4312,2.4111,2.7142","I,N,N,I,N"
AM0013,AM,1987,3089.0,,TX,1900000.0,27.0,,50571.0,3381.0,3168.0,1.0672348484848484,INJECTION-MOLDED PLASTIC,1.0,3238000.0,5000.0,8,8,"2.2511,2.7142,2.4312,3.4154,2.7142,2.4231,2.4236,2.3191","I,I,I,I,I,I,I,N"
AM0014,AM,1987,3448.0,,TX,19000000.0,160.0,,43897.0,1511.0,3427.0,0.4409104172745842,PREFABRICATED METAL BUILDINGS,1.0,120.0,2600.0,8,8,"2.4236,2.7142,2.7111,2.4236,2.7261,2.2437,2.7133,2.7142","I,N,I,I,I,N,I,N"
AM0015,AM,1987,2865.0,,TX,1250000.0,11.0,,30119.0,4823.0,4590.0,1.0507625272331154,CONCENTRATE FOR PLASTICS,2.0,1000000.0,2340.0,7,7,"2.6218,2.2511,2.7111,2.7142,2.7261,2.4312,2.4111","I,N,N,N,N,N,N"
AM0016,AM,1988,3089.0,,TX,11000000.0,80.0,,207103.0,11018.0,7530.0,1.4632138114209827,PLASTIC CONTAINERS,1.0,75000000.0,7752.0,6,6,"2.2511,2.7121,2.7142,2.7121,2.6232,2.7142","N,I,I,I,I,I"
AM0017,AM,1988,3993.0,,TX,14000000.0,120.0,,104509.0,6653.0,16989.0,0.3916063335099182,ILLUMINATED PLASTIC SIGNS,1.0,14300.0,4420.0,7,7,"2.8114,2.8121,2.2437,2.4236,2.6232,2.2414,2.2511","I,I,I,I,I,I,I"
AM0018,AM,1988,3585.0,,TX,3000000.0,70.0,,31791.0,1777.0,4397.0,0.4041391858085058,EVAPORATORS & CONDENSERS,1.0,150000.0,4420.0,6,6,"2.4236,2.2511,2.4111,2.4312,3.4156,3.4154","I,N,I,I,N,I"
AM0019,AM,1988,2499.0,,TX,4000000.0,30.0,,61443.0,13352.0,6187.0,2.158073379667044,PEG BOARD PANELS,1.0,1400000.0,6240.0,4,4,"2.2437,2.4236,2.4236,2.6212","I,I,I,N"
AM0020,AM,1988,3479.0,,TX,4000000.0,55.0,,52244.0,6439.0,4736.0,1.3595861486486487,GALVANIZED FENCING,2.0,9900000.0,3734.0,5,5,"2.2511,2.7121,2.4236,2.4111,2.4312","N,I,I,I,I"
AM0021,AM,1988,3085.0,,TX,12000000.0,75.0,,534415.0,15572.0,20432.0,0.7621378230227095,PLASTIC CONTAINERS,2.0,13000000.0,8472.0,7,7,"2.2511,2.7142,2.2511,2.5122,2.4312,2.7111,2.7142","I,N,I,I,N,I,N"
AM0022,AM,1988,3585.0,,TX,8000000.0,150.0,,70559.0,11201.0,7116.0,1.5740584598088814,REFRIGERATION COILS,1.0,300000.0,8400.0,8,8,"2.2511,2.7142,2.2611,2.4236,2.4312,2.4111,2.7142,2.7142","I,I,N,I,N,N,N,N"
AM0023,AM,1988,2449.0,,TX,1400000.0,50.0,,53378.0,1160.0,4060.0,0.2857142857142857,VENEERED FRUIT,1.0,2000000.0,2304.0,3,3,"2.4322,2.1311,2.4236","I,I,I"
AM0024,AM,1988,3585.0,,TX,1575000.0,42.0,,21904.0,4232.0,3009.0,1.4064473246925888,COPPER MANIFOLDS,1.0,775000.0,2600.0,3,3,"2.1331,2.8114,2.7142","I,N,I"
AM0025,AM,1988,2013.0,,TX,12000000.0,89.0,,78177.0,16188.0,10945.0,1.4790315212425764,BEEF PATTIES,2.0,12000000.0,2600.0,6,6,"2.3191,2.2511,2.6232,2.7492,2.7142,2.6232","N,I,I,I,I,I"
AM0026,AM,1988,3714.0,,TX,14000000.0,230.0,,193428.0,13612.0,15407.0,0.8834945154799766,AUTO AIR CONDITIONER COMPRESSORS,1.0,236000.0,2267.0,6,6,"2.6218,2.7221,2.7121,2.4236,2.6218,2.2511","I,I,N,I,N,N"
AM0027,AM,1988,2653.0,,TX,30000000.0,120.0,,337678.0,9600.0,21818.0,0.44000366669722246,CORREGATED SHIPPING CONTAINERS,6.0,650000.0,6588.0,7,7,"2.8121,2.1233,2.7142,2.4312,2.2135,2.2122,2.2511","I,I,I,N,N,N,I"
AM0028,AM,1988,2653.0,,TX,20000000.0,120.0,,313005.0,38533.0,35085.0,1.0982756163602678,CORREGATED PAPER CONTAINERS,3.0,34200.0,6000.0,10,10,"2.2414,2.2113,2.1311,2.2511,2.1233,2.7142,2.7314,2.4236,2.7142,2.7142","N,I,N,N,I,N,I,I,N,I"
AM0029,AM,1988,2448.0,,TX,3700000.0,90.0,,120139.0,56933.0,37211.0,1.5300045685415602,WOODEN PALLETS,1.0,875000.0,2000.0,7,7,"2.3131,2.5194,2.4111,2.4312,2.4111,2.4312,2.7121","N,N,N,I,I,I,I"
AM0030,AM,1988,3585.0,,TX,5500000.0,100.0,,51404.0,9707.0,8020.0,1.2103491271820448,AIR CONDITIONING EQUIPMENT,2.0,500000.0,2080.0,8,8,"2.8114,2.7314,2.2437,2.4236,2.6212,2.7142,2.7142,2.6212","N,I,I,I,I,I,I,N"
AM0031,AM,1988,2819.0,,TX,14000000.0,50.0,,245541.0,24239.0,18346.0,1.321214433664014,CATALYST CARRIERS,2.0,2000000.0,6240.0,9,9,"2.7133,2.2437,2.2414,2.7261,2.7121,2.4312,2.7142,2.8123,2.7261","N,N,N,N,N,N,N,N,N"
AM0032,AM,1988,2879.0,,TX,13500000.0,31.0,,139253.0,11875.0,9297.0,1.27729375067226,"INSECTICIDES, HERBICIDES",5.0,1540.0,8736.0,9,9,"2.7492,2.8112,2.2136,2.2122,2.4111,2.4312,2.7121,2.6232,2.7142","N,N,N,N,I,I,I,I,I"
AM0033,AM,1988,2048.0,,TX,42000000.0,250.0,,627798.0,101441.0,33518.0,3.0264633928038664,CATTLE & HORSES PROCESS,1.0,108000.0,2340.0,13,13,"2.2414,2.2515,2.7142,2.1233,2.2515,2.2511,2.7142,2.4111,2.7142,3.4154,2.4236,2.7121,2.7142","N,N,N,I,N,N,N,N,N,I,N,N,N"
AM0034,AM,1988,2051.0,,TX,2000000.0,80.0,,17489.0,1301.0,729.0,1.784636488340192,FRUIT CAKES,2.0,360000.0,2620.0,5,5,"2.6232,2.6214,2.7142,2.8112,2.2511","I,I,I,I,N"
AM0035,AM,1988,3535.0,,TX,15000000.0,135.0,,66053.0,7263.0,8578.0,0.8467008626719515,AERIAL HYDRAULIC LIFTS,1.0,1820.0,2160.0,6,6,"2.6212,2.7245,2.2437,2.6212,2.4236,2.7142","N,N,I,I,I,I"
AM0036,AM,1988,3452.0,,TX,30000000.0,200.0,,815022.0,128019.0,35885.0,3.567479448237425,STEEL & ALUMINUM FASTENERS,2.0,26000000.0,4160.0,5,5,"2.2414,2.4111,2.4312,2.7142,2.2511","N,N,N,N,N"
AM0037,AM,1988,3545.0,,TX,4000000.0,52.0,,85148.0,14363.0,14519.0,0.9892554583649011,CARBIDE INSERTS,2.0,1500000.0,6000.0,8,8,"2.3191,2.4236,2.7142,2.6232,2.2511,2.4312,2.6127,2.6212","I,I,I,I,I,I,N,I"
AM0038,AM,1988,2891.0,,TX,12000000.0,55.0,,36062.0,3959.0,2733.0,1.4485912916209294,CHEMICAL FORMULATIONS,1.0,202400.0,2777.0,7,7,"2.7142,2.1233,2.4111,2.2437,2.7142,2.7261,2.4236","N,I,I,I,N,I,I"
AM0039,AM,1988,3315.0,,TX,15000000.0,70.0,,109155.0,13400.0,9135.0,1.4668856048166392,WELDED WIRE FABRIC,3.0,30000.0,6240.0,5,5,"2.3212,2.4312,2.7142,2.7121,2.4111","N,N,I,N,I"
AM0040,AM,1988,2657.0,,TX,5000000.0,60.0,,40814.0,5160.0,3632.0,1.420704845814978,FOLDING BOXES,2.0,720000.0,,5,5,"2.3131,2.7142,2.4111,2.4312,2.7142","N,N,N,N,N"
AM0041,AM,1988,2431.0,,TX,20000000.0,75.0,,97963.0,4527.0,4728.0,0.9574873096446701,PRE-HUNG DOOR UNITS,1.0,46800.0,2032.0,6,6,"2.7142,2.4111,2.6214,2.2437,2.4312,2.7261","N,I,N,N,I,N"
AM0042,AM,1988,3448.0,,TX,25000000.0,148.0,,87784.0,14240.0,9491.0,1.5003687704140765,PREFABRICATED STEEL,3.0,15300.0,5200.0,9,9,"2.4236,2.7245,2.7133,2.2437,2.6212,2.6218,2.7261,2.7142,2.4312","I,I,N,N,I,N,N,I,N"
AM0043,AM,1988,2451.0,,TX,12000000.0,104.0,,38009.0,2863.0,3289.0,0.8704773487382182,MANUFACTURED HOUSING,1.0,750.0,2000.0,8,8,"2.7142,2.7111,2.4236,2.2437,2.2443,2.6212,2.8114,2.7142","I,I,I,N,N,I,N,I"
AM0044,AM,1988,3325.0,,TX,12000000.0,220.0,,1334315.0,107280.0,184671.0,0.5809249963448511,STEEL CASTINGS,3.0,726.0,4096.0,13,13,"2.8114,2.2443,2.7142,2.4323,2.5194,2.7111,2.4236,2.2531,2.6218,2.6212,2.4111,2.7142,2.4312","I,N,N,N,I,N,I,N,N,I,N,N,N"
AM0045,AM,1988,3593.0,,TX,6000000.0,50.0,,37323.0,4223.0,3545.0,1.1912552891396333,"CYLINDERS, PUMPS, MOTORS",1.0,5000.0,2660.0,7,7,"2.8121,2.6218,3.4154,2.2437,2.7142,2.7261,2.7142","I,I,I,N,I,I,I"
AM0046,AM,1989,2099.0,,TX,5000000.0,50.0,,52025.0,5130.0,5862.0,0.8751279426816786,PREPARED SALADS,2.0,6000000.0,2020.0,10,10,"2.2135,2.8121,2.6218,2.3132,2.7261,2.1233,2.8112,2.2437,2.4236,2.7142","I,I,N,I,I,I,I,N,I,I"
AM0047,AM,1989,3443.0,,TX,50800000.0,300.0,,268109.0,2078.0,15721.0,0.1321798867756504,STORAGE TANKS & VESSELS,3.0,28000.0,2142.0,3,3,"2.3131,2.4236,2.7142","N,I,N"
AM0048,AM,1989,3624.0,,TX,12000000.0,119.0,,570766.0,22273.0,34350.0,0.6484133915574963,OIL FIELD RELATED PRODS.,1.0,17400.0,4160.0,7,7,"2.2414,2.8112,2.4236,2.4312,2.4111,2.1135,2.7142","I,N,I,N,I,N,I"
AM0049,AM,1989,3441.0,,TX,25000000.0,115.0,,149497.0,5965.0,10065.0,0.5926477893691009,FABRICATED STEEL PRODUCTS,3.0,14500.0,2295.0,9,9,"2.2437,2.4236,2.6212,2.6232,3.4115,2.7142,2.7142,2.4312,2.4111","N,I,I,N,N,N,N,N,N"
AM0050,AM,1989,3792.0,,TX,16000000.0,125.0,,43828.0,4854.0,2852.0,1.7019635343618513,TRAVEL TRAILERS,1.0,1300.0,2080.0,6,6,"2.7121,2.6212,2.4236,2.7142,2.7111,2.7142","N,I,I,I,I,N"
AM0051,AM,1989,3448.0,,TX,15000000.0,140.0,,76739.0,4530.0,5350.0,0.8467289719626169,MODULAR BUILDINGS,1.0,35.0,2150.0,8,8,"2.7142,2.4236,2.6232,2.8114,2.7221,2.4312,2.6212,2.6232","N,N,N,N,N,N,I,N"
AM0052,AM,1989,2096.0,,TX,47000000.0,233.0,,745321.0,74003.0,62543.0,1.1832339350526837,POTATO & CORN CHIPS,2.0,31000000.0,6072.0,9,9,"2.2444,2.2414,2.1233,2.7111,2.7142,2.2135,2.4236,2.7111,2.2136","I,N,I,I,N,I,I,I,N"
AM0053,AM,1989,3398.0,,TX,2000000.0,22.0,,33975.0,12216.0,3880.0,3.1484536082474226,HEAT TREATED METAL PARTS,,,2008.0,6,6,"2.2414,2.7142,2.7142,2.6232,2.6232,2.4236","N,I,I,I,N,I"
AM0054,AM,1989,2421.0,,TX,13000000.0,60.0,,122130.0,18445.0,10115.0,1.8235294117647058,ROUGH & MILLED WOOD,6.0,8000.0,2000.0,8,8,"2.4322,2.8114,2.7142,2.6212,2.4236,2.7261,2.6232,2.4236","N,I,I,I,I,N,I,N"
AM0055,AM,1989,2813.0,,TX,5000000.0,20.0,,534247.0,1720.0,3444.0,0.4994192799070848,LIQUID CARBON DIOXIDE,3.0,82490.0,8736.0,5,5,"2.4312,2.5121,2.7133,2.2444,3.4154","N,N,I,I,I"
AM0056,AM,1989,2048.0,,TX,6000000.0,40.0,,99723.0,9741.0,8579.0,1.1354470217974122,LIVESTOCK & POULTRY FEED,3.0,140000.0,6072.0,8,8,"2.2414,2.2437,2.6232,2.7111,2.3132,2.4236,2.4221,2.7142","N,I,I,N,N,I,N,I"
AM0057,AM,1989,2531.0,,TX,2500000.0,98.0,,107193.0,32250.0,11774.0,2.739086121963649,FURNITURE FOR CHURCHES,6.0,76.0,2159.0,7,7,"3.6123,2.7142,2.7142,2.4236,2.3131,2.4312,2.7142","N,I,N,I,N,N,I"
AM0058,AM,1989,2679.0,,TX,2000000.0,20.0,,49211.0,300.0,1885.0,0.15915119363395225,PAPER FIBER INSULATION,1.0,300000.0,2000.0,3,3,"2.8227,2.7133,2.4111","I,I,N"
AM0059,AM,1989,3449.0,,TX,7000000.0,50.0,,44537.0,4671.0,5717.0,0.8170369074689523,STEEL,3.0,10000.0,2016.0,9,9,"2.7142,2.4236,2.7141,2.2437,2.6212,2.7142,2.4312,2.4221,2.6212","I,I,N,N,I,I,N,I,I"
AM0060,AM,1989,3479.0,,TX,7000000.0,69.0,,863683.0,28026.0,86170.0,0.3252408030637113,STEEL CASING AND TUBING,3.0,6600.0,4144.0,8,8,"2.8113,2.2414,2.2514,2.7133,2.6212,2.6212,2.4236,2.2511","I,N,I,N,N,N,N,I"
AM0061,AM,1989,2653.0,,TX,17000000.0,117.0,,375970.0,52070.0,52222.0,0.99708934931638,CORRUGATED CONTAINERS,6.0,6000.0,6600.0,9,9,"2.1233,2.3212,2.2414,2.2511,2.2135,2.7142,2.4236,2.4312,2.7142","I,I,N,I,I,N,I,N,N"
AM0062,AM,1989,3533.0,,TX,10000000.0,75.0,,54166.0,14032.0,7867.0,1.783653235032414,OILFIELD VALVES & EQUIPMENT,1.0,500.0,2912.0,8,8,"2.7121,2.7142,2.2443,2.4236,2.8227,2.7142,2.7111,2.6232","N,N,N,I,I,I,I,I"
AM0063,AM,1989,3492.0,,TX,6000000.0,50.0,,110381.0,467.0,3680.0,0.12690217391304348,PRESSURE CONTROL EQUIPMENT,1.0,47000.0,2142.0,7,7,"2.8123,2.6232,2.7142,2.6232,2.4312,2.7229,2.6232","I,I,N,I,N,N,N"
AM0064,AM,1989,3494.0,,TX,13000000.0,115.0,,278262.0,42946.0,29646.0,1.4486271335087364,PLASTIC LINED PIPES,6.0,144.0,6000.0,11,11,"2.3191,2.7142,2.4236,2.7245,2.2511,2.2511,2.2437,2.3132,2.8121,2.7493,2.4221","I,I,I,I,I,N,I,I,I,I,I"
AM0065,AM,1989,3571.0,,TX,33000000.0,480.0,,332736.0,29093.0,14526.0,2.0028225251273577,COMPUTER CONTROL SYSTEMS,,,2024.0,6,6,"2.7142,2.7226,2.7261,2.8114,2.7314,2.7221","I,N,N,N,N,N"
AM0066,AM,1989,3061.0,,TX,12000000.0,15.0,,109411.0,5226.0,11099.0,0.4708532300207226,RUBBER OIL-WELL EQUIPMENT,1.0,11100.0,4583.0,6,6,"4.231,2.4236,2.2437,2.8121,2.4312,2.7142","I,I,N,I,N,N"
AM0067,AM,1989,2261.0,,TX,12000000.0,400.0,,582092.0,8849.0,41516.0,0.2131467386068022,STONE-WASHED JEANS,1.0,7000000.0,7292.0,8,8,"2.8114,2.2135,2.6232,3.4154,2.4221,2.7142,2.7261,2.8118","N,I,I,I,N,N,N,N"
AM0068,AM,1989,3452.0,,TX,14500000.0,127.0,,380964.0,42492.0,53387.0,0.7959241013729934,"RING GASKETS,BOLTS,NUTS",,,4342.0,6,6,"2.2414,2.7447,2.6232,2.4236,2.7142,2.4221","I,I,I,I,I,I"
AM0069,AM,1989,3823.0,,TX,35000000.0,420.0,,606627.0,54816.0,38356.0,1.4291375534466577,ELECTRONIC FLOW COMPUTERS,,,4538.0,7,7,"2.7447,2.7221,2.6232,2.4236,2.7142,2.7226,2.7245","I,N,I,I,N,N,N"
AM0070,AM,1989,3823.0,,TX,30000000.0,275.0,,167607.0,38850.0,22744.0,1.708142806894126,INDUSTR. MICROPROCESSORS,1.0,5000.0,2288.0,5,5,"2.8114,2.3212,2.7111,2.4312,2.7316","N,N,I,N,I"
AM0071,AM,1989,3546.0,,TX,40000000.0,290.0,,491567.0,65075.0,23715.0,2.74404385410078,PNEUMATIC HAND TOOLS,,,8400.0,7,7,"2.4322,2.4236,2.7142,2.7123,2.2515,2.4146,2.6232","I,I,I,I,I,N,I"
AM0072,AM,1989,3533.0,,TX,65000000.0,150.0,,465268.0,166550.0,84196.0,1.9781224761271319,OIL FIELD TOOLS,,,5042.0,9,9,"2.7142,2.2414,2.7121,2.4236,2.8123,2.6212,2.7111,2.8114,2.6212","N,N,N,I,I,I,I,I,N"
AM0073,AM,1989,2952.0,,TX,15000000.0,75.0,,320570.0,5610.0,15502.0,0.3618887885434138,ASPHALT ROOFING SHINGLES,1.0,1080000.0,3296.0,7,7,"2.3212,2.7142,2.2437,2.4236,2.4231,2.4221,2.7142","I,I,N,I,N,N,I"
AM0074,AM,1989,3053.0,,TX,16500000.0,250.0,,366321.0,8630.0,38175.0,0.2260641781270465,RUBBER SHEETING,,,4225.0,7,7,"2.1233,2.7142,2.3131,2.7447,2.7142,2.4236,2.2511","I,I,I,I,I,I,I"
AM0075,AM,1989,2096.0,,TX,7000000.0,85.0,,206241.0,53205.0,33940.0,1.5676193282262816,POTATO & CORN CHIPS,2.0,3000000.0,6000.0,9,9,"2.2414,2.4236,2.2414,2.2694,2.2511,2.1233,2.3132,2.7142,2.4221","N,I,N,N,N,I,I,N,I"
AM0076,AM,1990,3479.0,,TX,10000000.0,80.0,,299189.0,69993.0,30407.0,2.3018712796395566,PIPECOATING,6.0,9038.0,2400.0,5,5,"2.3212,2.4236,2.7121,2.2511,2.2511","I,I,I,N,I"
AM0077,AM,1990,3498.0,,TX,1500000.0,27.0,,346311.0,65431.0,30629.0,2.1362434294296255,OIL FIELD TUBING,,,2000.0,6,6,"2.2414,2.8114,2.4236,2.6232,2.7111,2.7142","I,I,I,I,I,I"
AM0078,AM,1990,2752.0,,TX,25000000.0,250.0,,465265.0,1050.0,8510.0,0.12338425381903642,COMMERCIAL PRINTING,2.0,11600000.0,5976.0,4,4,"2.3131,2.4312,2.2522,2.7142","I,N,I,I"
AM0079,AM,1990,3433.0,,TX,12500000.0,103.0,,116731.0,34794.0,21601.0,1.6107587611684644,HEAT EXCHANGERS,,,8568.0,8,8,"2.4236,2.7142,2.2437,2.7121,2.7121,2.6212,2.7111,2.7142","I,I,I,I,I,I,I,I"
AM0080,AM,1990,3547.0,,TX,7000000.0,65.0,,140735.0,12575.0,22101.0,0.5689787792407583,ROLLING MILL MACHINERY,,,4000.0,8,8,"2.7141,2.3131,4.231,2.7121,2.7142,2.4236,2.7261,2.6122","I,N,I,I,I,I,I,I"
AM0081,AM,1990,3443.0,,TX,10000000.0,150.0,,193058.0,49950.0,29159.0,1.7130217085633939,CUSTOM MACHINE SHOP,,,4900.0,6,6,"2.7142,2.8114,2.4236,2.4322,2.6221,2.7142","I,I,I,I,N,I"
AM0082,AM,1990,3537.0,,TX,11000000.0,125.0,,172452.0,31068.0,18200.0,1.7070329670329671,HYDRAULIC EQUIPMENT,1.0,1500.0,4692.0,7,7,"2.7121,2.4236,2.2414,2.7291,2.4231,2.7142,2.4221","I,I,N,I,I,I,I"
AM0083,AM,1990,3533.0,,TX,30000000.0,225.0,,351132.0,25752.0,36674.0,0.7021868353602007,OIL FIELD EQUIPMENT,1.0,40.0,2250.0,9,9,"2.3131,2.6124,2.4236,2.2437,2.7142,2.7142,2.2443,2.7142,2.7111","I,I,I,N,I,N,I,I,I"
AM0084,AM,1990,3443.0,,TX,13000000.0,128.0,,91901.0,11266.0,10487.0,1.0742824449318205,SHELL TUBE HEAT EXCHANGE MANUFACTURE,,,5872.0,7,7,"2.4236,2.2437,2.4222,2.7142,2.6232,2.6212,2.6212","I,I,I,I,I,I,I"
AM0085,AM,1990,3423.0,,TX,13000000.0,170.0,,91764.0,18424.0,8946.0,2.059467918622848,AGRICULTURE MACHINERY,1.0,22690.0,2265.0,11,11,"2.7142,2.7142,2.4236,2.8114,2.7142,2.6212,2.4236,2.6212,2.6212,2.7121,2.7121","I,I,I,I,I,N,I,N,I,I,I"
AM0086,AM,1990,3086.0,,TX,11000000.0,93.0,,200967.0,59482.0,25421.0,2.339876480075528,"FOAMED PLASTIC, PADDING",6.0,123750.0,6264.0,9,9,"2.4322,2.7492,2.2135,2.4236,2.4312,2.1233,2.7142,2.7121,2.2136","I,I,I,I,I,N,I,I,I"
AM0087,AM,1990,3632.0,,TX,27000000.0,250.0,,217779.0,38127.0,15229.0,2.5035786985356885,SMALL FREEZERS,1.0,1220000.0,4267.0,5,5,"2.4322,2.7447,2.4236,2.4221,2.7142","I,N,I,I,I"
AM0088,AM,1990,3053.0,,TX,2500000.0,18.0,,56895.0,4189.0,11542.0,0.3629353664876105,MOLDED RUBBER GASKETS,1.0,3000000.0,7680.0,7,7,"2.3131,2.4133,2.4312,2.7121,2.7142,2.7111,2.8123","N,N,N,N,N,N,I"
AM0089,AM,1990,3648.0,,TX,11700000.0,107.0,,125158.0,6980.0,5168.0,1.3506191950464397,STREET LIGHTING STANDARDS,1.0,30000.0,8736.0,9,9,"2.2443,2.6232,2.4312,2.2443,2.6212,2.7142,2.6218,2.7142,2.7142","N,I,I,N,N,I,I,N,N"
AM0090,AM,1990,3261.0,,TX,11000000.0,125.0,,620682.0,22900.0,25426.0,0.9006528750098325,VITREOUS CHINA WARE,1.0,500000.0,8736.0,6,6,"2.2511,2.2428,2.2511,2.4236,2.6212,2.7111","I,N,I,I,N,I"
AM0091,AM,1990,2491.0,,TX,12000000.0,95.0,,184038.0,81009.0,36953.0,2.1922171406922306,TREATED LUMBER,6.0,1800.0,8712.0,12,12,"2.4322,2.4236,2.2121,2.2511,2.2162,2.4111,2.3212,2.2135,2.4312,2.2136,2.7142,2.2511","N,I,N,I,N,N,I,I,N,I,I,I"
AM0092,AM,1990,2023.0,,TX,100000000.0,178.0,,736820.0,14103.0,13370.0,1.0548242333582647,FROZEN YOGURT MIXTURE,5.0,16000.0,4256.0,8,8,"2.4321,2.2414,2.2121,2.7133,2.7142,2.7142,2.2136,2.7142","I,N,I,N,I,N,I,I"
AM0093,AM,1990,2086.0,,TX,31000000.0,74.0,,221590.0,12857.0,18317.0,0.7019162526614621,SOFT DRINKS,1.0,5500000.0,5334.0,9,9,"2.2135,2.2414,2.4236,2.2511,2.4221,2.3132,2.2511,2.7142,2.6232","I,N,I,I,I,I,N,N,N"
AM0094,AM,1990,3599.0,,TX,13500000.0,70.0,,267907.0,34975.0,54756.0,0.6387427861786836,MACHINE SHOP JOBS,1.0,642.0,4832.0,9,9,"2.4324,2.6232,2.7121,2.2136,2.7111,2.4312,2.4236,2.1233,2.6212","I,I,I,I,I,I,I,I,I"
AM0095,AM,1990,3462.0,,TX,34000000.0,235.0,,1247814.0,168410.0,140320.0,1.200185290763968,"FORGINGS,STEEL,TITANIUM",3.0,1500.0,8736.0,9,9,"2.2135,2.2414,2.2121,2.4236,2.3212,2.2511,2.6232,2.4221,2.7142","N,N,N,N,N,N,N,N,N"
AM0096,AM,1990,2048.0,,TX,30000000.0,130.0,,138428.0,21718.0,40883.0,0.5312232468263092,POULTRY FEED AND EGGS,3.0,1140000.0,6188.0,9,9,"2.7142,2.7447,2.2711,2.3131,2.7142,2.4111,2.3132,2.7142,2.4312","I,I,I,I,I,I,I,I,I"
AM0097,AM,1990,2011.0,,TX,16000000.0,75.0,,151500.0,1742.0,3400.0,0.5123529411764706,FRESH MEAT AND SAUSAGES,1.0,25000.0,5300.0,7,7,"2.2121,2.3131,2.8112,2.2511,2.2136,2.7142,2.7133","N,N,N,I,N,I,I"
AM0098,AM,1990,3691.0,,TX,32000000.0,375.0,,762380.0,242482.0,87061.0,2.785196586301559,LEAD ACID BATTERIES,1.0,933000.0,8736.0,11,11,"2.8114,2.3212,2.4236,2.2511,2.7121,2.4231,2.6214,2.4221,2.6212,2.6232,2.3132","N,I,I,I,N,N,I,I,I,N,I"
