SUPERID,ID,AR_NUMBER,APPCODE,ARC2,IMPSTATUS,IMPCOST,PSOURCCODE,PCONSERVED,PSOURCONSV,PSAVED,SSOURCCODE,SCONSERVED,SSOURCONSV,SSAVED,TSOURCCODE,TCONSERVED,TSOURCONSV,TSAVED,QSOURCCODE,QCONSERVED,QSOURCONSV,QSAVED,REBATE,INCREMNTAL,FY,IC_CAPITAL,IC_OTHER,PAYBACK,BPTOOL
OD007003,OD0070,3,2,2.4323,N,100,EC,5569,57,246,ED,30,,179,,,,,,,,,N,N,1996,,,0.2352941176,
OD007004,OD0070,4,3,2.7142,I,1436,EC,21395,219,960,ED,118,,707,,,,,,,,,N,Y,1996,,,0.8614277145,
OD007005,OD0070,5,3,3.6124,N,2585,E2,233,,916,W2,330,,,,,,,,,,,N,N,1996,,,2.822052402,
OD007006,OD0070,6,4,3.5248,I,800,W4,64715,,,P2,,,2486,,,,,,,,,N,N,1996,,,0.3218020917,
OD007101,OD0071,1,2,2.2414,N,2250,E2,189,,916,,,,,,,,,,,,,N,N,1996,,,2.456331878,
OD007102,OD0071,2,2,2.1233,I,1495,E2,501,,2249,,,,,,,,,,,,,N,N,1996,,,0.6647398844,
OD007103,OD0071,3,2,2.4133,I,500,EC,3224,33,174,ED,12,,54,,,,,,,,,N,Y,1996,,,2.192982456,
OD007104,OD0071,4,3,2.7142,I,7879,EC,38101,391,2035,ED,217,,1017,,,,,,,,,N,Y,1996,,,2.581585845,
OD007105,OD0071,5,1,3.1191,N,40000,W4,225600,,69874,,,,,,,,,,,,,N,N,1996,,,0.5724589976,
OD007201,OD0072,1,2,2.4236,I,200,EC,2931,30,134,,,,,,,,,,,,,N,N,1996,,,1.492537313,
OD007202,OD0072,2,2,2.2136,I,4887,E5,1430,,7269,,,,,,,,,,,,,N,N,1996,,,0.6723070574,
OD007203,OD0072,3,3,2.7142,N,2876,EC,27257,279,1251,ED,66,,223,,,,,,,,,N,N,1996,,,1.951153324,
OD007204,OD0072,4,2,2.4133,N,637,EC,4396,45,206,ED,14,,46,,,,,,,,,N,Y,1996,,,2.527777778,
OD007301,OD0073,1,3,2.7261,N,60,EC,20223,207,4136,E2,393,,2910,,,,,,,,,N,N,1996,,,0.00851546977,
OD007302,OD0073,2,2,2.7228,N,1860,EC,69754,715,1217,,,,,,,,,,,,,N,N,1996,,,1.528348398,
OD007303,OD0073,3,3,2.7142,N,6885,EC,179367,1839,2898,ED,545,,4058,,,,,,,,,N,N,1996,,,0.9897929845,
OD007304,OD0073,4,2,2.4236,N,400,EC,114009,1169,1834,,,,,,,,,,,,,N,N,1996,,,0.2181025082,
OD007305,OD0073,5,4,3.6192,I,20400,W4,34600,,5723,,,,,,,,,,,,,N,N,1996,,,3.56456404,
OD007306,OD0073,6,3,3.6124,N,2920,W3,600,,1502,EC,10844,111,174,ED,66,,491,,,,,N,N,1996,,,1.347485002,
OD007307,OD0073,7,4,3.3125,N,15400,W1,8085,,12085,,,,,,,,,,,,,N,N,1996,,,1.274306992,
OD007401,OD0074,1,2,2.4236,K,800,EC,45428,466,1986,,,,,,,,,,,,,N,N,1996,,,0.4028197382,
OD007402,OD0074,2,2,2.4231,K,20,EC,13189,135,579,,,,,,,,,,,,,N,N,1996,,,0.03454231434,
OD007403,OD0074,3,3,2.7142,K,1602,EC,33411,342,1652,ED,123,,595,,,,,,,,,N,N,1996,,,0.7129506008,
OD007404,OD0074,4,2,2.4133,K,373,EC,2931,30,151,ED,18,,88,,,,,,,,,N,Y,1996,,,1.560669456,
OD007405,OD0074,5,1,2.1233,K,1495,E2,198,,879,,,,,,,,,,,,,N,N,1996,,,1.700796359,
OD007406,OD0074,6,1,3.5311,K,2400,W4,630000,,,P2,,,123200,R1,,,-12960,R2,,,-5280,N,N,1996,,,0.02286585366,
OD007407,OD0074,7,1,3.5248,K,,W4,84000,,372,,,,,,,,,,,,,N,N,1996,,,,
OD007501,OD0075,1,2,2.1233,I,1400,E7,5938,,21911,,,,,,,,,,,,,N,N,1996,,,0.06389484734,
OD007502,OD0075,2,2,2.2414,N,5800,E7,3549,,13096,,,,,,,,,,,,,N,N,1996,,,0.4428833232,
OD007503,OD0075,3,3,2.7142,I,51404,EC,886870,9090,14369,ED,1215,,8177,,,,,,,,,N,Y,1996,,,2.279960969,
OD007504,OD0075,4,2,2.2612,I,5691,EC,144783,1484,2833,ED,201,,1353,,,,,,,,,N,N,1996,,,1.359531773,
OD007505,OD0075,5,2,2.4133,I,19955,EC,221571,2271,3588,ED,325,,2187,,,,,,,,,N,Y,1996,,,3.455411255,
OD007506,OD0075,6,2,2.4111,I,3111,EC,94666,970,1531,ED,135,,909,,,,,,,,,N,N,1996,,,1.275,
OD007507,OD0075,7,4,3.5313,N,,P2,,,35000,,,,,,,,,,,,,N,N,1996,,,,
OD007601,OD0076,1,2,2.1233,N,1495,E2,951,,4337,,,,,,,,,,,,,N,N,1997,,,0.3447083237,
OD007602,OD0076,2,2,2.4133,I,2738,EC,40445,415,667,ED,56,,396,,,,,,,,,N,Y,1997,,,2.575729069,
OD007603,OD0076,3,3,2.7142,I,882,EC,27257,279,448,ED,39,,275,,,,,,,,,N,Y,1997,,,1.219917012,
OD007604,OD0076,4,3,2.7261,I,210,EC,23447,240,385,,,,,,,,,,,,,N,N,1997,,,0.5454545455,
OD007605,OD0076,5,3,3.6193,N,1452,W4,2080,,996,,,,,,,,,,,,,N,N,1997,,,1.457831325,
OD007606,OD0076,6,2,3.3131,N,625,W2,1440,,2088,,,,,,,,,,,,,N,N,1997,,,0.2993295019,
OD007607,OD0076,7,1,4.123,N,1911,P1,,,6780,,,,,,,,,,,,,N,N,1997,,,0.2818584071,
OD007701,OD0077,1,2,2.4133,N,257,EC,2345,24,142,ED,4,,22,,,,,,,,,N,Y,1997,,,1.567073171,
OD007702,OD0077,2,2,2.4236,I,320,EC,50996,523,2661,,,,,,,,,,,,,N,N,1997,,,0.120255543,
OD007703,OD0077,3,2,2.4231,I,,EC,11723,120,614,,,,,,,,,,,,,N,N,1997,,,,
OD007704,OD0077,4,3,2.4314,N,13,EC,3810,39,205,ED,8,,42,,,,,,,,,N,N,1997,,,0.05263157895,
OD007705,OD0077,5,3,2.7142,N,433,EC,3810,39,202,ED,11,,63,,,,,,,,,N,Y,1997,,,1.633962264,
OD007706,OD0077,6,4,3.5212,N,,W4,360,,9,,,,,,,,,,,,,N,N,1997,,,,
OD007707,OD0077,7,4,3.5217,I,75,W4,8830,,86,,,,,,,,,,,,,N,N,1997,,,0.8720930233,
OD007708,OD0077,8,4,3.4116,N,97,W1,,,257,,,,,,,,,,,,,N,N,1997,,,0.3774319066,
OD007801,OD0078,1,3,2.7142,N,1118,EC,63306,649,3301,ED,11,,62,,,,,,,,,N,Y,1997,,,0.3324412727,
OD007802,OD0078,2,2,2.4236,I,800,EC,91442,937,4909,,,,,,,,,,,,,N,N,1997,,,0.1629659809,
OD007803,OD0078,3,2,2.6218,N,360,EC,3810,39,205,,,,,,,,,,,,,N,N,1997,,,1.756097561,
OD007804,OD0078,4,2,2.4133,N,453,EC,4689,48,242,ED,9,,55,,,,,,,,,N,Y,1997,,,1.525252525,
OD007805,OD0078,5,1,2.1233,I,1495,E2,951,,4337,,,,,,,,,,,,,N,N,1997,,,0.3447083237,
OD007806,OD0078,6,1,2.2414,N,3000,E2,681,,2717,,,,,,,,,,,,,N,N,1997,,,1.104158999,
OD007807,OD0078,7,4,3.6192,I,,W4,1570000,,12812,,,,,,,,,,,,,N,N,1997,,,,
OD007808,OD0078,8,4,4.122,I,,P1,,,166228,W4,18750,,1294,,,,,,,,,N,N,1997,,,,
OD007901,OD0079,1,2,2.4133,N,2246,EC,20809,213,343,ED,41,,292,,,,,,,,,N,Y,1997,,,3.537007874,
OD007902,OD0079,2,3,2.7221,N,,E2,1845,,8524,,,,,,,,,,,,,N,N,1997,,,,
OD007903,OD0079,3,2,2.4111,N,2578,EC,44549,457,1425,ED,111,,1846,,,,,,,,,N,N,1997,,,0.788138184,
OD007904,OD0079,4,3,2.7142,N,1301,EC,68875,706,1142,ED,138,,988,,,,,,,,,N,Y,1997,,,0.6107981221,
OD007905,OD0079,5,2,2.4236,N,600,EC,71512,733,1186,,,,,,,,,,,,,N,N,1997,,,0.5059021922,
OD007906,OD0079,6,4,2.8113,N,,R2,,,14664,,,,,,,,,,,,,N,N,1997,,,,
OD007907,OD0079,7,1,2.1233,N,1495,E2,146,,676,,,,,,,,,,,,,N,N,1997,,,2.211538462,
OD007908,OD0079,8,1,2.2414,N,5800,E2,3549,,16369,,,,,,,,,,,,,N,N,1997,,,0.3543283035,
OD007909,OD0079,9,1,3.4114,N,5412,W1,4318.952,,12525,EC,-23740,-243,-395,ED,-71,,-507,,,,,N,N,1997,,,0.4656284952,
OD007910,OD0079,10,1,3.4116,N,132,W1,,,367,,,,,,,,,,,,,N,N,1997,,,0.3596730245,
OD007911,OD0079,11,1,3.4113,N,7524,W1,2430.252,,28199,,,,,,,,,,,,,N,N,1997,,,0.2668179723,
OD007912,OD0079,12,1,4.621,N,96000,P1,,,225000,R1,,,15000,,,,,,,,,N,N,1997,,,0.4,
OD008001,OD0080,1,2,2.4133,N,247,EC,1172,12,54,ED,6,,31,,,,,,,,,N,Y,1997,,,2.905882353,
OD008002,OD0080,2,3,2.7142,I,150,EC,49824,511,2605,ED,270,,1485,,,,,,,,,N,Y,1997,,,0.03667481663,
OD008003,OD0080,3,2,2.4111,I,320,EC,14361,147,758,,,,,,,,,,,,,N,N,1997,,,0.4221635884,
OD008004,OD0080,4,2,2.4231,I,,EC,1172,12,65,,,,,,,,,,,,,N,N,1997,,,,
OD008005,OD0080,5,3,2.7261,I,210,EC,10551,108,563,,,,,,,,,,,,,N,N,1997,,,0.3730017762,
OD008006,OD0080,6,4,3.6192,N,,W4,,,2392,,,,,,,,,,,,,N,N,1997,,,,
OD008101,OD0081,1,3,2.7142,K,5176,EC,18464,189,949,ED,105,,1542,,,,,,,,,N,Y,1997,,,2.077880369,
OD008102,OD0081,2,3,2.6214,K,,E2,45,,222,,,,,,,,,,,,,N,N,1997,,,,
OD008103,OD0081,3,4,3.5212,K,,W4,4411,,485,,,,,,,,,,,,,N,N,1997,,,,
OD008104,OD0081,4,2,3.1181,K,6350,P2,,,150000,R2,,,54312,,,,,,,,,N,N,1997,,,0.03107991699,
OD008105,OD0081,5,1,4.322,K,51389,R3,,,536250,R1,,,15625,,,,,,,,,N,N,1997,,,0.09311710079,
OD008201,OD0082,1,2,2.4236,N,989,EC,41032,421,1553,,,,,,,,,,,,,N,N,1997,,,0.6368319382,
OD008202,OD0082,2,2,2.4314,N,520,EC,8206,84,503,,,,,,,,,,,,,N,N,1997,,,1.033797217,
OD008203,OD0082,3,2,2.4133,N,10066,EC,33118,339,1254,ED,180,,896,,,,,,,,,N,Y,1997,,,4.681860465,
OD008204,OD0082,4,3,3.6124,N,5320,W2,770,,,EC,31946,327,1208,ED,420,,2092,,,,,N,N,1997,,,1.612121212,
OD008205,OD0082,5,4,4.521,N,1600,R2,,,50000,,,,,,,,,,,,,N,N,1997,,,0.032,
OD008301,OD0083,1,3,2.7142,K,1487,EC,76788,787,1360,ED,106,,1264,,,,,,,,,N,Y,1997,,,0.5666920732,
OD008302,OD0083,2,2,2.4133,K,5202,EC,50703,520,898,ED,71,,849,,,,,,,,,N,Y,1997,,,2.977676016,
OD008303,OD0083,3,3,2.7447,K,2091,EC,58324,598,1031,,,,,,,,,,,,,N,N,1997,,,2.028128031,
OD008304,OD0083,4,1,2.2437,K,5691,EC,330305,3386,5846,ED,516,,6182,,,,,,,,,N,N,1997,,,0.4731459927,
OD008305,OD0083,5,1,4.611,K,30482,P1,,,500032,,,,,,,,,,,,,N,N,1997,,,0.06096009855,
OD008401,OD0084,1,2,2.4146,N,25270,EC,205158,2103,7998,E3,676,,4340,,,,,,,,,N,N,1997,,,2.048143946,
OD008402,OD0084,2,2,2.4236,I,589,EC,21102,216,818,,,,,,,,,,,,,N,Y,1997,,,0.7200488998,
OD008403,OD0084,3,2,2.4234,N,4378,EC,28429,291,1111,ED,61,,506,,,,,,,,,N,Y,1997,,,2.707482993,
OD008404,OD0084,4,3,2.7142,I,1724,EC,28136,288,1096,ED,47,,391,,,,,,,,,N,Y,1997,,,1.159381305,
OD008405,OD0084,5,1,2.1233,I,1495,E3,253,,1624,,,,,,,,,,,,,N,N,1997,,,0.9205665025,
OD008406,OD0084,6,2,2.4323,N,1110,EC,85873,880,3351,ED,143,,1195,,,,,,,,,N,N,1997,,,0.2441706995,
OD008407,OD0084,7,4,3.6124,N,3402,W3,2200,,2487,EC,-3810,-39,-146,ED,-7,,-57,,,,,N,N,1997,,,1.489492119,
OD008408,OD0084,8,2,3.4114,I,11432,W1,9520.544,,29274,EC,-13482,-138,-524,ED,-22,,-187,,,,,N,N,1997,,,0.4002380702,
OD008501,OD0085,1,3,2.7142,K,3048,EC,55393,568,1213,ED,111,,1319,,,,,,,,,N,Y,1997,,,1.203791469,
OD008502,OD0085,2,2,2.4236,K,589,EC,71512,733,1568,,,,,,,,,,,,,N,N,1997,,,0.3756377551,
OD008503,OD0085,3,3,2.2437,K,1750,E6,486,,1915,,,,,,,,,,,,,N,N,1997,,,0.9138381201,
OD008504,OD0085,4,2,2.1233,K,1495,E6,498,,1962,,,,,,,,,,,,,N,N,1997,,,0.7619775739,
OD008505,OD0085,5,2,2.4133,K,2285,EC,29015,297,638,ED,58,,689,,,,,,,,,N,Y,1997,,,1.721929164,
OD008506,OD0085,6,4,3.5315,K,,W4,600000,,6000,,,,,,,,,,,,,N,N,1997,,,,
OD008507,OD0085,7,4,3.5313,K,,W4,75600,,5368,,,,,,,,,,,,,N,N,1997,,,,
OD008508,OD0085,8,4,4.511,K,51000,R2,,,100000,,,,,,,,,,,,,N,N,1997,,,0.51,
OD008601,OD0086,1,3,2.7142,N,1659,EC,24326,249,398,ED,49,,342,,,,,,,,,N,Y,1997,,,2.241891892,
OD008602,OD0086,2,2,2.4236,I,2400,EC,152696,1565,2489,,,,,,,,,,,,,N,N,1997,,,0.9642426677,
OD008603,OD0086,3,2,2.1233,I,1500,E7,2191,,7515,,,,,,,,,,,,,N,N,1997,,,0.1996007984,
OD008604,OD0086,4,4,3.5313,N,,W4,4500,,900,,,,,,,,,,,,,N,N,1997,,,,
OD008605,OD0086,5,4,3.5313,N,,W4,4568,,594,,,,,,,,,,,,,N,N,1997,,,,
OD008701,OD0087,1,3,2.7142,K,1018,EC,10551,108,261,ED,23,,281,,,,,,,,,N,Y,1997,,,1.878228782,
OD008702,OD0087,2,2,2.4133,K,161,EC,13189,135,328,ED,29,,354,,,,,,,,,N,Y,1997,,,0.2360703812,
OD008703,OD0087,3,2,2.4224,K,560,EC,31067,318,783,,,,,,,,,,,,,N,N,1997,,,0.7151979566,
OD008704,OD0087,4,2,2.4236,K,1189,EC,48066,493,1205,,,,,,,,,,,,,N,N,1997,,,0.9867219917,
OD008705,OD0087,5,3,3.6124,K,3091,W2,2670,,1885,,,,,,,,,,,,,N,N,1997,,,1.639787798,
OD008706,OD0087,6,3,3.3128,K,12800,W2,11847,,9461,,,,,,,,,,,,,N,N,1997,,,1.352922524,
OD008801,OD0088,1,3,2.7142,K,672,EC,1172,12,224,ED,111,,135,,,,,,,,,N,Y,1997,,,1.871866295,
OD008901,OD0089,1,3,2.7142,I,8826,EC,3224,33,152,ED,13,,76,,,,,,,,,N,Y,1997,,,38.71052632,
OD008902,OD0089,2,3,3.3128,N,12876,W3,48000,,10166,,,,,,,,,,,,,N,N,1997,,,1.266574857,
OD008903,OD0089,3,3,4.642,N,1000,R2,,,1325,,,,,,,,,,,,,N,N,1997,,,0.7547169811,
OD009001,OD0090,1,3,2.7142,N,1657,EC,55393,568,451,ED,111,,412,,,,,,,,,N,Y,1997,,,1.92004635,
OD009002,OD0090,2,3,2.1331,I,688,E3,240,,2666,E5,-241,,-1789,,,,,,,,,N,N,1997,,,0.7844925884,
OD009003,OD0090,3,4,3.5313,N,,W4,8112,,1082,,,,,,,,,,,,,N,N,1997,,,,
OD009101,OD0091,1,1,2.1233,I,1495,E2,614,,3021,,,,,,,,,,,,,N,N,1997,,,0.4948692486,
OD009102,OD0091,2,1,2.4133,I,1420,EC,18171,186,952,ED,35,,205,,,,,,,,,N,Y,1997,,,1.227312014,
OD009103,OD0091,3,1,2.2414,N,8736,E2,1794,,9311,,,,,,,,,,,,,N,N,1997,,,0.9382450865,
OD009104,OD0091,4,4,4.213,N,46000,R2,,,120126,,,,,,,,,,,,,N,N,1997,,,0.3829312555,
OD009105,OD0091,5,3,3.4111,I,5000,W1,3600,,13244,,,,,,,,,,,,,N,N,1997,,,0.3775294473,
OD009106,OD0091,6,4,4.642,I,,P1,,,185900,,,,,,,,,,,,,N,N,1997,,,,
OD009201,OD0092,1,1,2.2622,I,53256,EC,922333,9454,14755,ED,1272,,17350,,,,,,,,,N,N,1997,,,1.658807039,
OD009202,OD0092,2,1,2.1233,I,1495,E2,4905,,19107,,,,,,,,,,,,,N,N,1997,,,0.07824357565,
OD009203,OD0092,3,1,2.2414,I,6300,E2,2481,,9578,,,,,,,,,,,,,N,N,1997,,,0.6577573606,
OD009204,OD0092,4,1,2.4133,I,2705,EC,22860,234,365,ED,14,,197,,,,,,,,,N,Y,1997,,,4.81316726,
OD009205,OD0092,5,3,2.7142,I,9865,EC,266413,2731,4262,ED,369,,5037,,,,,,,,,N,Y,1997,,,1.06086676,
OD009206,OD0092,6,1,3.4116,I,4095,W1,,,10500,,,,,,,,,,,,,N,N,1997,,,0.39,
OD009207,OD0092,7,2,3.6122,N,16696,E2,9946,,38342,W4,109500,,6300,,,,,,,,,N,N,1997,,,0.3739975808,
OD009301,OD0093,1,3,2.7142,I,11164,EC,126612,1298,1418,ED,412,,3250,,,,,,,,,N,Y,1997,,,2.391602399,
OD009302,OD0093,2,2,2.4224,I,560,EC,28429,291,322,,,,,,,,,,,,,N,N,1997,,,1.739130435,
OD009303,OD0093,3,3,3.5112,N,3797,E2,109,,1164,,,,,,,,,,,,,N,N,1997,,,3.262027491,
OD009304,OD0093,4,4,3.5248,N,,W4,300000,,2500,,,,,,,,,,,,,N,N,1997,,,,
OD009401,OD0094,1,3,2.7142,I,24756,EC,106682,1093,2101,ED,579,,4800,,,,,,,,,N,Y,1997,,,3.587306188,
OD009402,OD0094,2,3,2.7134,I,778,EC,9379,96,543,,,,,,,,,,,,,N,N,1997,,,1.432780847,
OD009403,OD0094,3,3,3.6122,N,75016,W4,1150000,,23023,,,,,,,,,,,,,N,N,1997,,,3.25830691,
OD009501,OD0095,1,3,2.7142,N,8508,EC,55686,571,2727,ED,213,,1235,,,,,,,,,N,Y,1997,,,2.147400303,
OD009502,OD0095,2,2,2.4236,N,289,EC,3517,36,171,,,,,,,,,,,,,N,N,1997,,,1.69005848,
OD009503,OD0095,3,3,2.2437,N,2025,E2,264,,1935,,,,,,,,,,,,,N,N,1997,,,1.046511628,
OD009504,OD0095,4,4,3.5315,N,,W4,115000,,2126,,,,,,,,,,,,,N,N,1997,,,,
OD009601,OD0096,1,2,2.4133,I,7460,EC,126026,1292,2015,ED,173,,1185,,,,,,,,,N,Y,1997,,,2.33125,
OD009602,OD0096,2,3,2.7142,I,7145,EC,99062,1015,1848,ED,185,,1272,,,,,,,,,N,Y,1997,,,2.290064103,
OD009603,OD0096,3,2,2.3132,I,,ED,197,,1350,,,,,,,,,,,,,N,N,1997,,,,
OD009604,OD0096,4,2,2.4236,I,449,EC,18757,192,298,,,,,,,,,,,,,N,N,1997,,,1.506711409,
OD009605,OD0096,5,2,2.4231,I,40,EC,85580,877,1369,,,,,,,,,,,,,N,N,1997,,,0.0292184076,
OD009606,OD0096,6,2,2.2449,N,34068,E2,5421,,24828,,,,,,,,,,,,,N,N,1997,,,1.372160464,
OD009607,OD0096,7,2,2.1233,I,1495,E2,644,,2950,,,,,,,,,,,,,N,N,1997,,,0.506779661,
OD009608,OD0096,8,1,4.212,I,1000000,P2,,,936000,,,,,,,,,,,,,N,N,1997,,,1.068376068,
OD009701,OD0097,1,1,2.4133,K,7298,EC,94373,967,4219,ED,129,,1595,,,,,,,,,N,Y,1997,,,1.255245958,
OD009702,OD0097,2,3,2.7142,K,21501,EC,175850,1802,7863,ED,504,,6211,,,,,,,,,N,Y,1997,,,1.527710672,
OD009703,OD0097,3,2,2.4236,K,829,EC,64478,661,2885,,,,,,,,,,,,,N,N,1997,,,0.2873483536,
OD009704,OD0097,4,2,2.2437,K,693,E2,247,,1355,,,,,,,,,,,,,N,N,1997,,,0.5114391144,
OD009705,OD0097,5,3,2.7314,K,1630,EC,38980,400,1750,ED,107,,1320,,,,,,,,,N,N,1997,,,0.5309446254,
OD009706,OD0097,6,1,3.5112,K,,W3,550,,471,,,,,,,,,,,,,N,N,1997,,,,
OD009801,OD0098,1,3,2.7142,N,2296,EC,22860,234,852,ED,90,,724,,,,,,,,,N,Y,1997,,,1.456852792,
OD009802,OD0098,2,2,2.4236,N,789,EC,26377,270,992,,,,,,,,,,,,,N,N,1997,,,0.7953629032,
OD009803,OD0098,3,3,2.7221,I,40000,EC,12896,132,488,,,,,,,,,,,,,N,N,1997,,,81.96721311,
OD009804,OD0098,4,4,3.6192,N,,W3,500,,421,,,,,,,,,,,,,N,N,1997,,,,
OD009805,OD0098,5,4,3.5313,N,,W4,13750,,1375,,,,,,,,,,,,,N,N,1997,,,,
OD009901,OD0099,1,3,2.7142,I,11490,EC,158265,1622,3163,ED,277,,1844,,,,,,,,,N,N,1997,,,2.294787298,
OD009902,OD0099,2,3,2.1212,I,1495,E2,448,,1495,,,,,,,,,,,,,N,N,1997,,,1,
OD009903,OD0099,3,1,2.2696,N,8500,R5,4118500,,19847,,,,,,,,,,,,,N,N,1997,,,0.4282763138,
OD010001,OD0100,1,3,2.7142,N,3754,EC,21981,225,682,ED,117,,142,,,,,,,,,N,Y,1997,,,4.555825243,
OD010002,OD0100,2,3,2.7261,I,,E2,141,,503,,,,,,,,,,,,,N,N,1997,,,,
OD010003,OD0100,3,2,3.5315,N,,W4,12830,,289,,,,,,,,,,,,,N,N,1997,,,,
OD010004,OD0100,4,3,3.4151,N,90,W1,16.422,,213,,,,,,,,,,,,,N,N,1997,,,0.4225352113,
OD010005,OD0100,5,2,4.441,N,1160,P1,54,,2016,,,,,,,,,,,,,N,N,1997,,,0.5753968254,
OD010101,OD0101,1,3,3.6124,N,28850,E11,344,,2278,W2,18311,,3386,,,,,,,,,N,N,1998,,,5.093573446,
OD010102,OD0101,2,1,3.1175,I,252000,R3,2258,,106000,,,,,,,,,,,,,N,N,1998,,,2.377358491,
OD010103,OD0101,3,1,3.6192,I,,W5,2258,,33876,,,,,,,,,,,,,N,N,1998,,,,
OD010104,OD0101,4,1,3.6192,I,,W3,87942,,16127,,,,,,,,,,,,,N,N,1998,,,,
OD010105,OD0101,5,4,4.521,N,,P2,,,12000,,,,,,,,,,,,,N,N,1998,,,,
OD010201,OD0102,1,2,2.4322,K,9300,EC,55100,565,1160,ED,90,,1025,R4,,,875,,,,,N,N,1998,,,3.039215686,
OD010202,OD0102,2,3,2.7142,K,23895,EC,285463,2926,5993,ED,498,,5462,,,,,,,,,N,Y,1998,,,2.085988651,
OD010203,OD0102,3,2,2.4236,K,509,EC,172919,1772,3629,,,,,,,,,,,,,N,N,1998,,,0.1402590245,
OD010204,OD0102,4,1,3.8211,K,1300,W3,420,,2106,,,,,,,,,,,,,N,N,1998,,,0.6172839506,
OD010205,OD0102,5,1,3.5212,K,,W4,36000,,6840,,,,,,,,,,,,,N,N,1998,,,,
OD010301,OD0103,1,3,2.7142,N,1596,EC,15533,159,826,ED,33,,167,,,,,,,,,N,Y,1998,,,1.607250755,
OD010302,OD0103,2,2,2.4133,N,3213,EC,33998,348,1802,ED,72,,360,,,,,,,,,N,Y,1998,,,1.486123959,
OD010303,OD0103,3,2,2.4111,N,818,EC,15826,162,846,ED,34,,168,,,,,,,,,N,Y,1998,,,0.8067061144,
OD010401,OD0104,1,3,2.7142,N,8241,EC,148886,1526,3823,ED,409,,2224,,,,,,,,,N,Y,1998,,,1.362824541,
OD010402,OD0104,2,3,2.2437,N,200,E2,113,,809,,,,,,,,,,,,,N,N,1998,,,0.2472187886,
OD010403,OD0104,3,3,2.7224,N,98,E2,40,,453,,,,,,,,,,,,,N,N,1998,,,0.2163355408,
OD010404,OD0104,4,3,2.7232,N,11000,EC,111958,1148,5445,,,,,,,,,,,,,N,N,1998,,,2.02020202,
OD010405,OD0104,5,2,2.4314,N,59,EC,4396,45,210,ED,11,,60,,,,,,,,,N,N,1998,,,0.2185185185,
OD010406,OD0104,6,1,4.624,N,500,P1,,,2145,,,,,,,,,,,,,N,N,1998,,,0.2331002331,
OD010501,OD0105,1,2,2.3414,I,175200,EC,595545,6104,42382,ED,3600,,14508,,,,,,,,,N,N,1998,,,3.079627351,
OD010502,OD0105,2,2,2.4133,I,38044,EC,105803,1084,7547,ED,565,,2290,,,,,,,,,N,Y,1998,,,3.86743926,
OD010503,OD0105,3,2,2.4111,I,5907,EC,44549,457,3165,ED,237,,955,,,,,,,,,N,Y,1998,,,1.433737864,
OD010504,OD0105,4,4,3.5313,N,,P2,,,1362,,,,,,,,,,,,,N,N,1998,,,,
OD010601,OD0106,1,2,2.4133,I,5786,EC,54220,556,2821,ED,157,,813,,,,,,,,,N,Y,1998,,,1.59218492,
OD010602,OD0106,2,3,2.7142,N,1813,EC,20516,210,1066,ED,106,,563,,,,,,,,,N,Y,1998,,,1.112952732,
OD010603,OD0106,3,2,4.513,N,6000,R1,390,,7800,,,,,,,,,,,,,N,N,1998,,,0.7692307692,
OD010604,OD0106,4,1,4.441,I,20000,P1,,,140000,,,,,,,,,,,,,N,N,1998,,,0.1428571429,
