SUPERID,ID,AR_NUMBER,APPCODE,ARC2,IMPSTATUS,IMPCOST,PSOURCCODE,PCONSERVED,PSOURCONSV,PSAVED,SSOURCCODE,SCONSERVED,SSOURCONSV,SSAVED,TSOURCCODE,TCONSERVED,TSOURCONSV,TSAVED,QSOURCCODE,QCONSERVED,QSOURCONSV,QSAVED,REBATE,INCREMNTAL,FY,IC_CAPITAL,IC_OTHER,PAYBACK,BPTOOL
OK093210,OK0932,10,1,2.2414,N,30000,E2,900,,6093,,,,,,,,,,,,,N,N,2016,30000,,,none
OK093211,OK0932,11,1,2.1121,N,871,E2,475,,3216,,,,,,,,,,,,,N,N,2016,871,,,none
OK093212,OK0932,12,1,2.1212,I,,E2,2436,,16492,,,,,,,,,,,,,N,N,2016,,,,none
OK093213,OK0932,13,2,2.2135,I,1100,E2,631,,4272,,,,,,,,,,,,,N,N,2016,1100,,,none
OK093214,OK0932,14,1,2.2114,N,,E2,608,,4116,,,,,,,,,,,,,N,N,2016,,,,none
OK093301,OK0933,1,3,2.7142,I,48276,EC,493854,5062.054121,20742,ED,677,,12257,,,,,,,,,N,N,2016,48276,,,none
OK093302,OK0933,2,3,2.7142,I,20770,EC,39529,405.1763018,1660,ED,145.2,,2630,,,,,,,,,N,N,2016,20770,,,none
OK093303,OK0933,3,3,2.7142,I,7280,EC,35358,362.4231242,1485,,,,,,,,,,,,,N,N,2016,7280,,,none
OK093304,OK0933,4,2,2.6231,I,,EC,35565,364.5448954,1494,ED,97.44,,1765,,,,,,,,,N,N,2016,,,,none
OK093305,OK0933,5,2,2.2121,I,20162,R5,,,24062,,,,,,,,,,,,,N,N,2016,20162,,,none
OK093306,OK0933,6,2,2.2414,I,3404,E2,526,,2272,,,,,,,,,,,,,N,N,2016,3404,,,none
OK093307,OK0933,7,2,2.2135,I,240,E2,80,,353,,,,,,,,,,,,,N,N,2016,240,,,none
OK093308,OK0933,8,2,2.4146,N,83117,EC,385545,3951.875769,16193,,,,,,,,,,,,,N,N,2016,83117,,,none
OK093309,OK0933,9,2,2.4236,I,2400,EC,213475,2188.140631,8966,,,,,,,,,,,,,N,N,2016,2400,,,none
OK093310,OK0933,10,2,2.4146,N,10720,EC,538532,5520.0082,22618,,,,,,,,,,,,,N,N,2016,10720,,,none
OK093311,OK0933,11,3,2.3417,N,1927657,E2,-88441,,-382065.12,EF,,,667620.12,,,,,,,,,N,N,2016,1927657,,,none
OK093312,OK0933,12,3,3.6125,N,480,P2,,,24120,,,,,,,,,,,,,N,N,2016,480,,,none
OK093401,OK0934,1,2,2.2614,N,25000,EC,684528,7016.482165,27456,,,,,,,,,,,,,N,N,2016,25000,,,none
OK093402,OK0934,2,2,2.4146,N,915,EC,214781,2201.527265,8614.87,,,,,,,,,,,,,N,N,2016,915,,,none
OK093403,OK0934,3,2,2.2525,I,1300,EC,2125279,21784.32759,85244.95,ED,2944,,48794.29,,,,,,,,,N,N,2016,1300,,,none
OK093404,OK0934,4,1,2.2511,I,3160.6,EC,958238.4,9822.04182,40705.97,ED,1327.2,,22537.45,,,,,,,,,N,N,2016,3160.6,,,none
OK093405,OK0934,5,1,2.3131,N,,EF,,,11989.92,,,,,,,,,,,,,N,N,2016,,,,none
OK093406,OK0934,6,2,2.3131,N,10000,EF,,,8068.68,,,,,,,,,,,,,N,N,2016,10000,,,none
OK093501,OK0935,1,3,2.6232,N,5775,E2,1064,,7525,,,,,,,,,,,,,N,N,2016,5775,,,none
OK093502,OK0935,2,3,2.6125,N,750,E2,690,,4837,,,,,,,,,,,,,N,N,2016,750,,,none
OK093503,OK0935,3,2,2.2437,N,1913,E2,573,,4052,,,,,,,,,,,,,N,N,2016,1913,,,none
OK093504,OK0935,4,3,2.7142,N,5310,EC,16310,167.1791718,1207,,,,,,,,,,,,,Y,N,2016,5310,,,none
OK093505,OK0935,5,3,2.7142,N,3682,EC,10331,105.8938089,765,,,,,,,,,,,,,Y,N,2016,3682,,,none
OK093506,OK0935,6,3,2.7142,N,51920,EC,264000,2706.02706,19536,,,,,,,,,,,,,Y,N,2016,51920,,,none
OK093507,OK0935,7,1,2.4322,N,17000,EC,483544,4956.375564,35782,,,,,,,,,,,,,N,N,2016,17000,,,none
OK093508,OK0935,8,2,2.4236,N,1170,EC,22729,232.9745797,1682,,,,,,,,,,,,,N,N,2016,1170,,,none
OK093509,OK0935,9,1,2.2514,N,1510,EC,108579,1112.945879,8035,,,,,,,,,,,,,N,N,2016,1510,,,none
OK093510,OK0935,10,1,2.1131,N,1000,E2,165,,1167,,,,,,,,,,,,,N,N,2016,1000,,,none
OK093601,OK0936,1,4,2.3212,I,29439,EF,,,46436,,,,,,,,,,,,,N,N,2016,29439,,,none
OK093602,OK0936,2,2,2.4146,N,35525,EC,695032,7124.149241,27106,,,,,,,,,,,,,N,N,2016,35525,,,none
OK093603,OK0936,3,2,2.4236,I,450,EC,8276,84.8298483,323,,,,,,,,,,,,,N,N,2016,450,,,none
OK093604,OK0936,4,3,2.7224,N,316,EC,3701,37.93562936,144,,,,,,,,,,,,,N,N,2016,316,,,none
OK093701,OK0937,1,4,2.2437,N,1646,E2,337,,1095,,,,,,,,,,,,,N,N,2016,1646,,,none
OK093702,OK0937,2,3,2.7142,I,5324,EC,27782,284.7683477,1667,,,,,,,,,,,,,N,N,2016,5324,,,none
OK093703,OK0937,3,3,2.7142,I,88560,EC,133560,1369.00369,9346,,,,,,,,,,,,,N,N,2016,88560,,,none
OK093704,OK0937,4,2,2.2414,N,15376,E2,1035,,3363,,,,,,,,,,,,,N,N,2016,15376,,,none
OK093705,OK0937,5,3,2.1233,I,12000,E2,1060,,3445,,,,,,,,,,,,,N,N,2016,12000,,,none
OK093706,OK0937,6,3,2.7241,N,2060,EC,19950,204.4895449,1197,,,,,,,,,,,,,N,N,2016,2060,,,none
OK093707,OK0937,7,3,2.3417,N,594190,E2,14408,,46824,EF,,,27896,,,,,,,,,N,N,2016,594190,,,none
OK093708,OK0937,8,2,2.3212,N,6160,R2,,,9089,,,,,,,,,,,,,N,N,2016,6160,,,none
OK093709,OK0937,9,2,2.4146,N,132000,EC,483876,4959.778598,29032,,,,,,,,,,,,,N,N,2016,132000,,,none
OK093801,OK0938,1,2,2.4231,N,40660,EC,608258,6234.706847,30180,ED,828,,4471,,,,,,,,,N,N,2016,40660,,,none
OK093802,OK0938,2,2,2.4146,I,59664,EC,922893,9459.747847,45405,,,,,,,,,,,,,N,N,2016,59664,,,none
OK093803,OK0938,3,2,2.4221,N,4930,EC,334518,3428.843788,16558,,,,,,,,,,,,,N,N,2016,4930,,,none
OK093804,OK0938,4,2,2.4236,N,3000,EC,267828,2745.264453,13124,,,,,,,,,,,,,N,N,2016,3000,,,none
OK093805,OK0938,5,3,2.6232,I,344,EC,3149,32.27757278,155,E2,42,,162,,,,,,,,,N,N,2016,344,,,none
OK093806,OK0938,6,2,2.3311,N,44525,EC,102527,1050.912259,5044,,,,,,,,,,,,,N,N,2016,44525,,,none
OK093807,OK0938,7,2,2.2511,N,2935,EC,91282,935.6498565,4491,,,,,,,,,,,,,N,N,2016,2935,,,none
OK093808,OK0938,8,3,2.2628,N,5000,EC,69360,710.9471095,3398,ED,166,,896,,,,,,,,,N,N,2016,5000,,,none
OK093809,OK0938,9,1,2.3131,I,3236,EC,75076,769.5366954,3693,,,,,,,,,,,,,N,N,2016,3236,,,none
OK093810,OK0938,10,2,2.8114,N,70000,EF,,,372611,,,,,,,,,,,,,N,N,2016,70000,,,none
OK093811,OK0938,11,2,2.3212,I,47542,EF,,,26300,,,,,,,,,,,,,N,N,2016,47542,,,none
OK093812,OK0938,12,3,2.3417,N,1371615,EC,3844560,39407.13407,188383,E2,-74284,,-285993,EF,,,406446,,,,,N,N,2016,1371615,,,none
OK093901,OK0939,1,2,2.4236,I,1105,EC,43814,,2199,,,,,,,,,,,,,N,N,2016,1105,,,none
OK093902,OK0939,2,2,2.4231,I,,EC,5368,,269,,,,,,,,,,,,,N,N,2016,,,,none
OK093903,OK0939,3,2,2.3212,N,5940,EF,,,1731,,,,,,,,,,,,,N,N,2016,5940,,,none
OK093904,OK0939,4,1,2.3131,N,,ED,174.6,,1707,,,,,,,,,,,,,N,N,2016,,,,none
OK093905,OK0939,5,4,2.8121,N,100,EF,,,3509,,,,,,,,,,,,,N,N,2016,100,,,none
OK093906,OK0939,6,2,2.2612,I,,EC,40045,,2010.259,ED,179.1,,1750.953,,,,,,,,,N,N,2016,,,,none
OK094001,OK0940,1,2,2.1233,N,17000,E2,2177,,7811,,,,,,,,,,,,,N,N,2016,17000,,,none
OK094002,OK0940,2,1,2.2437,N,7700,E2,442,,1586,,,,,,,,,,,,,N,N,2016,7700,,,none
OK094003,OK0940,3,3,2.7142,I,2782,EC,16416,168.2656827,1231,,,,,,,,,,,,,Y,N,2016,2782,,,none
OK094004,OK0940,4,3,2.7142,N,17442,EC,57738,591.8204182,4330,,,,,,,,,,,,,Y,N,2016,17442,,,none
OK094005,OK0940,5,2,2.4146,N,14500,EC,73452,752.8905289,5509,,,,,,,,,,,,,N,N,2016,14500,,,none
OK094006,OK0940,6,3,2.6232,I,1280,EC,19105,195.8282083,1433,,,,,,,,,,,,,N,N,2016,1280,,,none
OK094007,OK0940,7,1,2.4322,N,4752,EC,30240,309.9630996,2268,,,,,,,,,,,,,N,N,2016,4752,,,none
OK094008,OK0940,8,2,2.3212,N,38500,EF,,,5900,,,,,,,,,,,,,N,N,2016,38500,,,none
OK094009,OK0940,9,2,2.4236,I,1000,EC,49339,505.7298073,3700,,,,,,,,,,,,,N,N,2016,1000,,,none
OK094101,OK0941,1,3,2.7241,N,11835,EC,60196,617.0151702,3672,,,,,,,,,,,,,N,N,2016,11835,,,none
OK094102,OK0941,2,3,2.6232,N,245,EC,35832,367.2816728,2186,E2,74,,546,,,,,,,,,N,N,2016,245,,,none
OK094103,OK0941,3,3,2.7211,I,1960,EC,19687,201.7937679,1201,ED,36,,296,,,,,,,,,N,N,2016,1960,,,none
OK094104,OK0941,4,3,2.7142,I,25920,EC,83678,857.7080771,5104,ED,322,,2658,,,,,,,,,N,N,2016,25920,,,none
OK094105,OK0941,5,2,2.6218,N,,EC,7448,76.34276343,454,,,,,,,,,,,,,N,N,2016,,,,none
OK094106,OK0941,6,2,2.4236,N,350,EC,1680,17.2201722,102,,,,,,,,,,,,,N,N,2016,350,,,none
OK094107,OK0941,7,2,2.4146,N,336,EC,953,9.768347683,58,,,,,,,,,,,,,N,N,2016,336,,,none
OK094201,OK0942,1,1,2.4221,I,3112,EC,72445,,3767,,,,,,,,,,,,,N,N,2016,3112,,,none
OK094202,OK0942,2,1,2.4236,N,8000,EC,332369,,17283,,,,,,,,,,,,,N,N,2016,8000,,,none
OK094203,OK0942,3,3,2.7142,I,4623,EC,15673,,815,ED,21.6,,157,,,,,,,,,N,N,2016,4623,,,none
OK094204,OK0942,4,2,2.2614,N,31000,EC,1421200,,73902,,,,,,,,,,,,,N,N,2016,31000,,,none
OK094205,OK0942,5,1,2.4322,I,3450,EC,9617,,500,ED,13.76,,99.7,,,,,,,,,N,N,2016,3450,,,none
OK094206,OK0942,6,3,2.3417,N,2302430,R2,,,469328,,,,,,,,,,,,,N,N,2016,2302430,,,none
OK094301,OK0943,1,1,3.4116,I,19000,W1,15258,,40741,,,,,,,,,,,,,N,N,2016,19000,,,none
OK094302,OK0943,2,4,2.8123,I,,EF,,,21826,,,,,,,,,,,,,N,N,2016,,,,none
OK094303,OK0943,3,2,2.4236,I,,EC,225307,,7211,,,,,,,,,,,,,N,N,2016,,,,none
OK094304,OK0943,4,2,2.4236,N,250,EC,133117,,4792,,,,,,,,,,,,,N,N,2016,250,,,none
OK094305,OK0943,5,2,2.4322,N,1350,EC,99558,,3584,,,,,,,,,,,,,N,N,2016,1350,,,none
OK094306,OK0943,6,2,2.4221,I,1405,EC,17920,,645,,,,,,,,,,,,,N,N,2016,1405,,,none
OK094307,OK0943,7,2,2.4146,I,11700,EC,206801,,7445,,,,,,,,,,,,,N,N,2016,11700,,,none
OK094308,OK0943,8,1,2.1131,I,4600,E2,1315,,5953,,,,,,,,,,,,,N,N,2016,4600,,,none
OK094309,OK0943,9,3,2.7241,I,2720,EC,53718,,1934,,,,,,,,,,,,,N,N,2016,2720,,,none
OK094310,OK0943,10,3,2.6232,I,790,EC,7801,,281,E2,214,,969,,,,,,,,,N,N,2016,790,,,none
OK094311,OK0943,11,3,2.7142,I,21372,EC,114409,,4119,ED,186,,2215,,,,,,,,,N,N,2016,21372,,,none
OK094312,OK0943,12,3,2.7142,I,4032,EC,10816,,389,ED,39.6,,472,,,,,,,,,N,N,2016,4032,,,none
OK094401,OK0944,1,3,2.7135,N,1425,EC,16771,,914,,,,,,,,,,,,,N,N,2016,1425,,,none
OK094402,OK0944,2,3,2.7135,N,835,EC,6708,,366,,,,,,,,,,,,,N,N,2016,835,,,none
OK094403,OK0944,3,3,2.7142,N,18000,EC,172457,,9398.9,ED,708,,6925.1,,,,,,,,,N,N,2016,18000,,,none
OK094404,OK0944,4,2,2.4236,I,1107,EC,40776,,2222,,,,,,,,,,,,,N,N,2016,1107,,,none
OK094405,OK0944,5,3,2.3131,N,,ED,1116,,10916,,,,,,,,,,,,,N,N,2016,,,,none
OK094501,OK0945,1,2,2.3212,N,29535,EF,,,23818,,,,,,,,,,,,,N,N,2016,29535,,,none
OK094502,OK0945,2,2,2.4231,N,,EC,43372,,2229,,,,,,,,,,,,,N,N,2016,,,,none
OK094503,OK0945,3,3,2.7142,I,26380,EC,300067,,15423,ED,497,,6136,,,,,,,,,N,N,2016,26380,,,none
OK094504,OK0945,4,2,2.2511,N,10000,EC,202944,,10431.32,ED,336,,4148.36,,,,,,,,,N,N,2016,10000,,,none
OK094601,OK0946,1,3,2.7228,N,14041,EC,276926,,11741,,,,,,,,,,,,,N,N,2016,14041,,,none
OK094602,OK0946,2,3,2.6218,N,10160,EC,74445,,3156.468,ED,118.3,,1423.6695,,,,,,,,,N,N,2016,10160,,,none
OK094603,OK0946,3,3,2.7311,N,2872,EC,136451,,5786,,,,,,,,,,,,,N,N,2016,2872,,,none
OK094604,OK0946,4,3,2.7142,N,5865,EC,165915,,7034.796,ED,328.7,,3955.7072,,,,,,,,,Y,N,2016,5865,,,none
OK094605,OK0946,5,3,2.7142,N,29768,EC,162229,,6878.509,ED,345.72,,4160.53276,,,,,,,,,N,Y,2016,29768,,,none
OK094606,OK0946,6,2,2.4146,I,7320,EC,50912,,2159,,,,,,,,,,,,,N,N,2016,7320,,,none
OK094607,OK0946,7,3,2.3131,N,,ED,611,,7353,,,,,,,,,,,,,N,N,2016,,,,none
OK094608,OK0946,8,4,2.8114,N,,EF,,,2226,,,,,,,,,,,,,N,N,2016,,,,none
OK094701,OK0947,1,1,2.2622,N,92000,EC,269808,,11871,,,,,,,,,,,,,N,N,2016,92000,,,none
OK094702,OK0947,2,3,2.7142,N,3780,EC,22386,,985,,,,,,,,,,,,,N,N,2016,3780,,,none
OK094703,OK0947,3,3,2.7142,N,9720,EC,45984,,2023,ED,79.2,,472,,,,,,,,,N,N,2016,9720,,,none
OK094704,OK0947,4,1,2.2511,N,10036,EC,265521,,11683,,,,,,,,,,,,,N,N,2016,10036,,,none
OK094705,OK0947,5,3,2.7231,N,19570,E2,1173,,3754,,,,,,,,,,,,,N,N,2016,19570,,,none
OK094706,OK0947,6,3,2.6232,N,410,EC,8935,,393,E2,28,,89.62,,,,,,,,,N,N,2016,410,,,none
OK094707,OK0947,7,4,2.3212,N,27500,EF,,,4680,,,,,,,,,,,,,N,N,2016,27500,,,none
OK094708,OK0947,8,2,2.4221,N,822,EC,8379,,368,,,,,,,,,,,,,N,N,2016,822,,,none
OK094709,OK0947,9,2,2.4236,N,2000,EC,70295,,3092,,,,,,,,,,,,,N,N,2016,2000,,,none
OK094710,OK0947,10,3,2.6218,N,540,EC,8236,,362,,,,,,,,,,,,,N,N,2016,540,,,none
OK094801,OK0948,1,3,2.7241,N,29000,EC,127955,,6142,,,,,,,,,,,,,N,N,2016,29000,,,none
OK094802,OK0948,2,3,2.7211,I,2320,EC,21896,,1051,ED,79,,459,,,,,,,,,N,N,2016,2320,,,none
OK094803,OK0948,3,3,2.7134,N,3870,EC,17968,,862,,,,,,,,,,,,,N,N,2016,3870,,,none
OK094804,OK0948,4,2,2.4146,N,18014,EC,163682,,7857,,,,,,,,,,,,,N,N,2016,18014,,,none
OK094805,OK0948,5,2,2.4221,N,926,EC,41817,,2007,,,,,,,,,,,,,N,N,2016,926,,,none
OK094806,OK0948,6,1,2.2314,I,83600,EC,465754,,27228,,,,,,,,,,,,,N,N,2016,83600,,,none
OK094807,OK0948,7,1,2.4146,N,118583,EC,954114,,45797,,,,,,,,,,,,,N,N,2016,118583,,,none
OK094808,OK0948,8,1,2.2515,I,1310,E2,119,,382,,,,,,,,,,,,,N,N,2016,1310,,,none
OK094809,OK0948,9,1,2.2515,I,203,E2,18,,58,,,,,,,,,,,,,N,N,2016,203,,,none
OK094810,OK0948,10,4,2.3137,N,,EF,,,12184,,,,,,,,,,,,,N,N,2016,,,,none
OK094811,OK0948,11,2,2.3212,I,25830,EF,,,7251,,,,,,,,,,,,,N,N,2016,25830,,,none
OK094901,OK0949,1,2,2.2622,N,50400,EC,266129,,14903.21,ED,504,,2923.2,,,,,,,,,N,N,2016,50400,,,none
OK094902,OK0949,2,2,2.2614,N,3847,EC,100236,,5613,,,,,,,,,,,,,N,N,2016,3847,,,none
OK094903,OK0949,3,3,2.7142,N,5020,EC,23559,,1319,,,,,,,,,,,,,Y,N,2016,5020,,,none
OK094904,OK0949,4,3,2.7142,N,1313,EC,12854,,720,,,,,,,,,,,,,Y,N,2016,1313,,,none
OK094905,OK0949,5,2,2.1212,N,44000,E2,2665,,10228,,,,,,,,,,,,,N,N,2016,44000,,,none
OK094906,OK0949,6,1,2.2514,N,850,E2,2528,,9702,,,,,,,,,,,,,N,N,2016,850,,,none
OK094907,OK0949,7,2,2.3415,N,284084,EC,2096640,,117411,ED,3360,,19488,E2,-10728,,-41174,R1,,,-20966,N,N,2016,284084,,,none
OK094908,OK0949,8,2,2.3212,N,30600,EF,,,11423,,,,,,,,,,,,,N,N,2016,30600,,,none
OK095001,OK0950,1,3,2.7142,N,12727,EC,351311,,21570.49,ED,579.7,,2206.97,,,,,,,,,N,N,2016,12727,,,none
OK095002,OK0950,2,1,2.6218,N,2125,EC,54249,,3331.5,E2,3770,,19076.2,,,,,,,,,N,N,2016,2125,,,none
OK095003,OK0950,3,2,2.4239,N,1790,EC,326875,,20070,,,,,,,,,,,,,N,N,2016,1790,,,none
OK095004,OK0950,4,2,2.4221,N,666,EC,32350,,1968,,,,,,,,,,,,,N,N,2016,666,,,none
OK095005,OK0950,5,4,2.8121,N,100,EF,,,9245,,,,,,,,,,,,,N,N,2016,100,,,none
OK095006,OK0950,6,2,2.3212,N,13740,EF,,,3100,,,,,,,,,,,,,N,N,2016,13740,,,none
OK095101,OK0951,1,3,2.7142,N,62561,EC,759142,,29606.54,ED,1083,,18941.67,,,,,,,,,N,N,2016,62561,,,none
OK095102,OK0951,2,3,2.7142,N,12740,EC,108808,,4244,,,,,,,,,,,,,N,N,2016,12740,,,none
OK095103,OK0951,3,2,2.2414,N,42500,E2,4464,,26114,,,,,,,,,,,,,N,N,2016,42500,,,none
OK095104,OK0951,4,2,2.1233,I,3000,E2,1522,,8904,,,,,,,,,,,,,N,N,2016,3000,,,none
OK095105,OK0951,5,3,2.7224,I,2816,EC,30015,,1170.59,E2,770,,4504.5,,,,,,,,,N,N,2016,2816,,,none
OK095106,OK0951,6,3,2.7241,N,7000,EC,50777,,1980,,,,,,,,,,,,,N,N,2016,7000,,,none
OK095107,OK0951,7,2,2.4221,N,1972,EC,263734,,10285.63,ED,423,,7398.27,,,,,,,,,N,N,2016,1972,,,none
OK095108,OK0951,8,2,2.4236,N,4000,EC,359322,,14014,,,,,,,,,,,,,N,N,2016,4000,,,none
OK095109,OK0951,9,2,2.6231,N,40000,EC,4098545,,159843,,,,,,,,,,,,,N,N,2016,40000,,,none
OK095110,OK0951,10,3,2.3132,N,,EF,,,13152,,,,,,,,,,,,,N,N,2016,,,,none
OK095111,OK0951,11,1,2.6212,N,,EC,73854,,2880,,,,,,,,,,,,,N,N,2016,,,,none
OK095301,OK0953,1,4,2.8121,N,150,EF,,,7868,,,,,,,,,,,,,N,N,2016,150,,,none
OK095302,OK0953,2,3,2.7142,I,11488,EC,108034,,7789,ED,143.6,,1331,,,,,,,,,N,N,2016,11488,,,none
OK095303,OK0953,3,3,2.7135,N,3675,EC,95449,,6882,,,,,,,,,,,,,N,N,2016,3675,,,none
OK095304,OK0953,4,3,2.7231,N,27880,E2,1209,,9116,,,,,,,,,,,,,N,N,2016,27880,,,none
OK095401,OK0954,1,4,2.8121,N,105,EF,,,21845,,,,,,,,,,,,,N,N,2016,105,,,none
OK095402,OK0954,2,2,2.4239,I,6066,EC,1156098,,60695.14,ED,2312,,23693.37,,,,,,,,,N,N,2016,6066,,,none
OK095403,OK0954,3,1,2.2511,N,174014,EC,3785488,,198738.1,ED,3560,,36482.8,,,,,,,,,N,N,2016,174014,,,none
OK095404,OK0954,4,1,3.1161,N,3640,EC,937320,,49209.3,ED,1284,,13158.43,,,,,,,,,N,N,2016,3640,,,none
OK095405,OK0954,5,1,2.6241,I,3640,EC,130714,,6862,,,,,,,,,,,,,N,N,2016,3640,,,none
OK095406,OK0954,6,3,2.7224,N,350,EC,920850,,48345,,,,,,,,,,,,,N,N,2016,350,,,any
OK095501,OK0955,1,4,2.3212,N,15400,EF,,,6635,,,,,,,,,,,,,N,N,2016,15400,,,none
OK095502,OK0955,2,3,2.7241,I,10800,EC,121736,,5478,,,,,,,,,,,,,N,N,2016,10800,,,none
OK095503,OK0955,3,3,2.7211,I,220,EC,9886,,444.87,ED,22.91,,153.13,,,,,,,,,N,N,2016,220,,,none
OK095504,OK0955,4,1,2.6218,I,572,EC,65000,,2925,,,,,,,,,,,,,N,N,2016,572,,,none
OK095505,OK0955,5,2,2.2437,N,5448,E2,257,,1258.78,,,,,,,,,,,,,N,N,2016,5448,,,none
OK095506,OK0955,6,2,2.4236,I,1100,EC,24700,,1112,,,,,,,,,,,,,N,N,2016,1100,,,none
OK095507,OK0955,7,2,2.4221,I,2140,EC,10340,,465.3,ED,17.23,,115.19,,,,,,,,,N,N,2016,2140,,,none
OK095508,OK0955,8,3,2.7135,N,4680,EC,196461,,8841,,,,,,,,,,,,,Y,N,2016,4680,,,none
OK095509,OK0955,9,3,2.7142,I,11297,EC,52660,,2370,,,,,,,,,,,,,Y,N,2016,11297,,,none
OK095601,OK0956,1,2,2.1233,N,7700,E2,983,,3843.5,,,,,,,,,,,,,N,N,2016,7700,,,none
OK095602,OK0956,2,3,2.7142,N,2536,EC,43820,,3155,,,,,,,,,,,,,Y,N,2016,2536,,,none
OK095603,OK0956,3,3,2.7142,N,51634,EC,123810,,8914,,,,,,,,,,,,,Y,N,2016,51634,,,none
OK095604,OK0956,4,3,2.7142,N,1488,EC,13891,,1000,,,,,,,,,,,,,Y,N,2016,1488,,,none
OK095605,OK0956,5,2,2.4236,N,3000,EC,40423,,2910,,,,,,,,,,,,,N,N,2016,3000,,,none
OK095606,OK0956,6,2,2.4221,N,1325,EC,6792,,492,,,,,,,,,,,,,N,N,2016,1325,,,none
OK095607,OK0956,7,1,2.4146,N,34182,EC,346610,,25027,,,,,,,,,,,,,N,N,2016,34182,,,none
OK095608,OK0956,8,2,2.2511,N,180,E2,37,,145,,,,,,,,,,,,,Y,N,2016,180,,,none
OK095609,OK0956,9,3,2.6232,N,50,EC,1710,,123.12,E2,29,,113.39,,,,,,,,,N,N,2016,50,,,none
OK095701,OK0957,1,3,2.7142,N,2994,EC,21474,,816,ED,20,,384,,,,,,,,,N,N,2016,2994,,,none
OK095702,OK0957,2,3,2.7142,N,1320,EC,11825,,449,ED,23,,441,,,,,,,,,N,N,2016,1320,,,none
OK095703,OK0957,3,2,2.4236,I,2100,EC,123947,,4710,,,,,,,,,,,,,N,N,2016,2100,,,none
OK095704,OK0957,4,2,2.4231,I,,EC,53290,,2025,,,,,,,,,,,,,N,N,2016,,,,none
OK095705,OK0957,5,2,2.4146,I,8747,EC,183505,,6973,,,,,,,,,,,,,N,N,2016,8747,,,none
OK095706,OK0957,6,2,2.4146,I,52806,EC,475224,,18059,,,,,,,,,,,,,N,N,2016,52806,,,none
OK095707,OK0957,7,2,2.4133,N,29582,EC,57149,,2171.66,ED,408,,7825.44,,,,,,,,,N,N,2016,29582,,,none
OK095801,OK0958,1,3,2.7142,N,17885,EC,83838,,3102,ED,199,,4058,,,,,,,,,N,N,2016,17885,,,none
OK095802,OK0958,2,3,2.7142,I,9149,EC,143489,,5309,ED,119,,2426,,,,,,,,,N,N,2016,9149,,,none
OK095803,OK0958,3,2,2.2135,I,3250,E2,2045,,7914,,,,,,,,,,,,,N,N,2016,3250,,,none
OK095804,OK0958,4,2,2.1233,I,2000,E2,636,,2461,,,,,,,,,,,,,N,N,2016,2000,,,none
OK095805,OK0958,5,1,2.1121,N,1227,E2,505,,1954,,,,,,,,,,,,,N,N,2016,1227,,,none
OK095806,OK0958,6,2,2.4221,N,520,EC,71482,,2644.834,ED,97,,1977.83,,,,,,,,,N,N,2016,520,,,none
OK095807,OK0958,7,2,2.4231,N,,EC,74460,,2755,,,,,,,,,,,,,N,N,2016,,,,none
OK095808,OK0958,8,3,2.7231,N,4147,E2,590,,2283,,,,,,,,,,,,,N,N,2016,4147,,,none
OK095809,OK0958,9,2,2.4146,I,,EC,823121,,30455,,,,,,,,,,,,,N,N,2016,,,,none
OK095810,OK0958,10,2,2.6231,I,70000,EC,652727,,24151,,,,,,,,,,,,,N,N,2016,70000,,,none
OK095811,OK0958,11,2,2.2622,I,100000,EC,458242,,16955,,,,,,,,,,,,,N,N,2016,100000,,,none
OK095812,OK0958,12,3,2.3132,I,,ED,196,,3996,,,,,,,,,,,,,N,N,2016,,,,none
OK095813,OK0958,13,3,2.3417,N,1927657,EC,13140000,,486180,E2,-88441,,-342267,R4,,,-210240,ED,18000,,376020,N,N,2016,1927657,,,none
OK095901,OK0959,1,4,2.8121,N,105,EF,,,47214,,,,,,,,,,,,,N,N,2016,105,,,none
OK095902,OK0959,2,1,3.1161,N,3640,E2,1585,,9386,,,,,,,,,,,,,N,N,2016,3640,,,none
OK095903,OK0959,3,3,2.7224,N,350,EC,492800,,28465,,,,,,,,,,,,,N,N,2016,350,,,none
OK095904,OK0959,4,3,2.4322,N,8500,EC,150000,,8655,,,,,,,,,,,,,N,N,2016,8500,,,none
OK096001,OK0960,1,3,2.7135,I,847,EC,3167,,262.86,ED,2,,23.76,,,,,,,,,N,N,2017,847,,,none
OK096002,OK0960,2,3,2.7142,N,5880,EC,42806,,3552.9,ED,118,,1401.84,,,,,,,,,N,N,2017,5880,,,none
OK096003,OK0960,3,2,2.1233,N,600,E2,141,,917,,,,,,,,,,,,,N,N,2017,600,,,PHAST
OK096004,OK0960,4,2,2.4146,N,3055,EC,26067,,2164,,,,,,,,,,,,,N,N,2017,3055,,,none
OK096005,OK0960,5,2,2.4221,I,150,EC,7270,,603.42,ED,14,,166.32,,,,,,,,,N,N,2017,150,,,none
OK096006,OK0960,6,3,2.7243,I,13125,EC,2235,,185.51,ED,20,,237.6,E2,346,,2248.89,,,,,N,N,2017,13125,,,none
OK096101,OK0961,1,3,2.7241,N,5000,EC,21778,,1024,,,,,,,,,,,,,N,N,2017,5000,,,none
OK096102,OK0961,2,3,2.7211,I,400,EC,19126,,898,ED,74.42,,832,,,,,,,,,N,N,2017,400,,,none
