SUPERID,ID,AR_NUMBER,APPCODE,ARC2,IMPSTATUS,IMPCOST,PSOURCCODE,PCONSERVED,PSOURCONSV,PSAVED,SSOURCCODE,SCONSERVED,SSOURCONSV,SSAVED,TSOURCCODE,TCONSERVED,TSOURCONSV,TSAVED,QSOURCCODE,QCONSERVED,QSOURCONSV,QSAVED,REBATE,INCREMNTAL,FY,IC_CAPITAL,IC_OTHER,PAYBACK,BPTOOL
AM001604,AM0016,4,,2.7121,I,500,E1,8499,87,478,,,,,,,,,,,,,N,N,1988,,,1.046025105,
AM001605,AM0016,5,,2.6232,I,,E1,5862,60,163,,,,,,,,,,,,,N,N,1988,,,,
AM001606,AM0016,6,,2.7142,I,54,E1,1172,12,61,,,,,,,,,,,,,N,N,1988,,,0.8852459016,
AM001701,AM0017,1,,2.8114,I,190,E1,,,11970,,,,,,,,,,,,,N,N,1988,,,0.01587301587,
AM001702,AM0017,2,,2.8121,I,360,E2,,,1010,,,,,,,,,,,,,N,N,1988,,,0.3564356436,
AM001703,AM0017,3,,2.2437,I,1100,E2,243,,1376,,,,,,,,,,,,,N,N,1988,,,0.7994186047,
AM001704,AM0017,4,,2.4236,I,300,E1,27843,285,875,,,,,,,,,,,,,N,N,1988,,,0.3428571429,
AM001705,AM0017,5,,2.6232,I,,E1,17585,180,550,,,,,,,,,,,,,N,N,1988,,,,
AM001707,AM0017,7,,2.2414,I,3033,E2,239,,1353,E1,-9965,-102,-504,,,,,,,,,N,N,1988,,,3.572438163,
AM001708,AM0017,8,,2.2511,I,1670,E2,63,,359,,,,,,,,,,,,,N,N,1988,,,4.651810585,
AM001801,AM0018,1,,2.4236,I,1000,E1,65358,670,2350,,,,,,,,,,,,,N,N,1988,,,0.4255319149,
AM001802,AM0018,2,,2.2511,N,77,E2,138,,746,,,,,,,,,,,,,N,N,1988,,,0.1032171582,
AM001803,AM0018,3,,2.4111,I,,E1,5862,60,210,,,,,,,,,,,,,N,N,1988,,,,
AM001804,AM0018,4,,2.4312,I,350,E1,4396,45,156,,,,,,,,,,,,,N,N,1988,,,2.243589744,
AM001805,AM0018,5,,3.4156,N,280,R2,,,773,,,,,,,,,,,,,N,N,1988,,,0.362225097,
AM001806,AM0018,6,,3.4154,I,70,R2,,,162,,,,,,,,,,,,,N,N,1988,,,0.4320987654,
AM001901,AM0019,1,,2.2437,I,12132,E2,1011,,5368,E1,-46893,-481,-1615,,,,,,,,,N,N,1988,,,3.232613909,
AM001902,AM0019,2,,2.4236,I,520,E1,46600,478,1617,,,,,,,,,,,,,N,N,1988,,,0.3215831787,
AM001903,AM0019,3,,2.4236,I,700,E1,15826,162,550,,,,,,,,,,,,,N,N,1988,,,1.272727273,
AM001904,AM0019,4,,2.6212,N,,E1,7620,78,267,,,,,,,,,,,,,N,N,1988,,,,
AM002001,AM0020,1,,2.2511,N,3919,E2,609,,2009,,,,,,,,,,,,,N,N,1988,,,1.950721752,
AM002002,AM0020,2,,2.7121,I,2000,E1,15533,159,1198,,,,,,,,,,,,,N,N,1988,,,1.669449082,
AM002003,AM0020,3,,2.4236,I,520,E1,12309,126,939,,,,,,,,,,,,,N,N,1988,,,0.5537806177,
AM002004,AM0020,4,,2.4111,I,,E1,4689,48,360,,,,,,,,,,,,,N,N,1988,,,,
AM002005,AM0020,5,,2.4312,I,,E1,2931,30,230,,,,,,,,,,,,,N,N,1988,,,,
AM002101,AM0021,1,,2.2511,I,5600,E1,166471,1706,7062,,,,,,,,,,,,,N,N,1988,,,0.7929764939,
AM002102,AM0021,2,,2.7142,N,7675,E1,120750,1238,6192,,,,,,,,,,,,,N,N,1988,,,1.239502584,
AM002103,AM0021,3,,2.2511,I,1450,E1,53927,553,2294,,,,,,,,,,,,,N,N,1988,,,0.6320836966,
AM002104,AM0021,4,,2.5122,I,300,E1,60082,616,2556,,,,,,,,,,,,,N,N,1988,,,0.117370892,
AM002105,AM0021,5,,2.4312,N,,E1,38101,391,1619,,,,,,,,,,,,,N,N,1988,,,,
AM002106,AM0021,6,,2.7111,I,500,E1,10844,111,652,,,,,,,,,,,,,N,N,1988,,,0.7668711656,
AM002107,AM0021,7,,2.7142,N,47,E1,879,9,57,,,,,,,,,,,,,N,N,1988,,,0.8245614035,
AM002201,AM0022,1,,2.2511,I,6920,E2,543,,3075,,,,,,,,,,,,,N,N,1988,,,2.250406504,
AM002202,AM0022,2,,2.7142,I,2700,E1,35170,360,1302,,,,,,,,,,,,,N,N,1988,,,2.073732719,
AM002203,AM0022,3,,2.2611,N,550,E1,34584,354,945,,,,,,,,,,,,,N,N,1988,,,0.582010582,
AM002204,AM0022,4,,2.4236,I,520,E1,32239,330,884,,,,,,,,,,,,,N,N,1988,,,0.5882352941,
AM002205,AM0022,5,,2.4312,N,,E1,17292,177,476,,,,,,,,,,,,,N,N,1988,,,,
AM002206,AM0022,6,,2.4111,N,,E1,8792,90,238,,,,,,,,,,,,,N,N,1988,,,,
AM002207,AM0022,7,,2.7142,N,319,E1,5862,60,137,,,,,,,,,,,,,N,N,1988,,,2.328467153,
AM002208,AM0022,8,,2.7142,N,192,E1,2345,24,59,,,,,,,,,,,,,N,N,1988,,,3.254237288,
AM002301,AM0023,1,,2.4322,I,1000,E2,382,,2044,,,,,,,,,,,,,N,N,1988,,,0.4892367906,
AM002302,AM0023,2,,2.1311,I,80,E1,43376,445,2099,E9,-197,,-197,,,,,,,,,N,N,1988,,,0.04206098843,
AM002303,AM0023,3,,2.4236,I,80,E1,2931,30,114,,,,,,,,,,,,,N,N,1988,,,0.701754386,
AM002401,AM0024,1,,2.1331,I,,E2,55,,323,E3,-55,,-425,R2,,,1836,,,,,N,N,1988,,,,
AM002402,AM0024,2,,2.8114,N,3440,E1,,,1080,,,,,,,,,,,,,N,N,1988,,,3.185185185,
AM002403,AM0024,3,,2.7142,I,792,E1,2345,24,195,,,,,,,,,,,,,N,N,1988,,,4.061538462,
AM002501,AM0025,1,,2.3191,N,15000,E1,145662,1493,8582,,,,,,,,,,,,,N,N,1988,,,1.747844325,
AM002502,AM0025,2,,2.2511,I,1116,E1,35170,360,913,,,,,,,,,,,,,N,N,1988,,,1.222343921,
AM002503,AM0025,3,,2.6232,I,,E1,16999,174,797,,,,,,,,,,,,,N,N,1988,,,,
AM002504,AM0025,4,,2.7492,I,,E1,16413,168,422,,,,,,,,,,,,,N,N,1988,,,,
AM002505,AM0025,5,,2.7142,I,72,E1,1465,15,72,,,,,,,,,,,,,N,N,1988,,,1,
AM002506,AM0025,6,,2.6232,I,,E1,3517,36,159,,,,,,,,,,,,,N,N,1988,,,,
AM002601,AM0026,1,,2.6218,I,2000,E1,29308,300,867,,,,,,,,,,,,,N,N,1988,,,2.306805075,
AM002602,AM0026,2,,2.7221,I,1075,E2,1744,,6130,E1,65064,667,1923,,,,,,,,,N,N,1988,,,0.1334906246,
AM002603,AM0026,3,,2.7121,N,10000,E1,167644,1718,4962,,,,,,,,,,,,,N,N,1988,,,2.015316405,
AM002604,AM0026,4,,2.4236,I,300,E1,14361,147,851,,,,,,,,,,,,,N,N,1988,,,0.3525264395,
AM002605,AM0026,5,,2.6218,N,123,E2,78,,274,E1,6448,66,218,,,,,,,,,N,N,1988,,,0.25,
AM002606,AM0026,6,,2.2511,N,114,E1,6155,63,182,,,,,,,,,,,,,N,N,1988,,,0.6263736264,
AM002701,AM0027,1,,2.8121,I,3000,E1,,,13402,,,,,,,,,,,,,N,N,1988,,,0.223847187,
AM002702,AM0027,2,,2.1233,I,300,E2,700,,2842,,,,,,,,,,,,,N,N,1988,,,0.1055594652,
AM002703,AM0027,3,,2.7142,I,5325,E1,29308,300,1185,,,,,,,,,,,,,N,N,1988,,,4.493670886,
AM002704,AM0027,4,,2.4312,N,,E1,35463,363,1020,,,,,,,,,,,,,N,N,1988,,,,
AM002705,AM0027,5,,2.2135,N,450,E2,595,,2416,,,,,,,,,,,,,N,N,1988,,,0.1862582781,
AM002706,AM0027,6,,2.2122,N,285,E2,121,,493,,,,,,,,,,,,,N,N,1988,,,0.5780933063,
AM002707,AM0027,7,,2.2511,I,240,E2,113,,460,,,,,,,,,,,,,N,N,1988,,,0.5217391304,
AM002801,AM0028,1,,2.2414,N,4200,E2,2292,,9122,,,,,,,,,,,,,N,N,1988,,,0.4604253453,
AM002802,AM0028,2,,2.2113,I,3360,E2,1542,,6137,,,,,,,,,,,,,N,N,1988,,,0.5474987779,
AM002803,AM0028,3,,2.1311,N,24000,E1,232122,2379,8863,E2,-992,,-3948,,,,,,,,,N,N,1988,,,4.88301119,
AM002804,AM0028,4,,2.2511,N,734,E2,484,,1928,,,,,,,,,,,,,N,N,1988,,,0.3807053942,
AM002805,AM0028,5,,2.1233,I,270,E2,464,,1848,,,,,,,,,,,,,N,N,1988,,,0.1461038961,
AM002806,AM0028,6,,2.7142,N,244,E1,126612,1298,5195,,,,,,,,,,,,,N,N,1988,,,0.04696823869,
AM002807,AM0028,7,,2.7314,I,,E1,132767,1361,3842,,,,,,,,,,,,,N,N,1988,,,,
AM002808,AM0028,8,,2.4236,I,1750,E1,31653,324,939,,,,,,,,,,,,,N,N,1988,,,1.863684771,
AM002809,AM0028,9,,2.7142,N,3900,E1,19050,195,1005,,,,,,,,,,,,,N,N,1988,,,3.880597015,
AM002810,AM0028,10,,2.7142,I,75,E1,2638,27,154,,,,,,,,,,,,,N,N,1988,,,0.487012987,
AM002901,AM0029,1,,2.3131,N,45705,E1,,,29182,,,,,,,,,,,,,N,N,1988,,,1.566205195,
AM002902,AM0029,2,,2.5194,N,11228,E1,87046,892,5550,,,,,,,,,,,,,N,N,1988,,,2.023063063,
AM002903,AM0029,3,,2.4111,N,,E1,27843,285,830,,,,,,,,,,,,,N,N,1988,,,,
AM002904,AM0029,4,,2.4312,I,,E1,17585,180,526,,,,,,,,,,,,,N,N,1988,,,,
AM002905,AM0029,5,,2.4111,I,,E1,13189,135,394,,,,,,,,,,,,,N,N,1988,,,,
AM002906,AM0029,6,,2.4312,I,,E1,11137,114,330,,,,,,,,,,,,,N,N,1988,,,,
AM002907,AM0029,7,,2.7121,I,,E1,13482,138,399,,,,,,,,,,,,,N,N,1988,,,,
AM003001,AM0030,1,,2.8114,N,5364,E1,,,2386,,,,,,,,,,,,,N,N,1988,,,2.248113998,
AM003002,AM0030,2,,2.7314,I,427,E2,205,,1190,E1,2345,24,345,,,,,,,,,N,N,1988,,,0.2781758958,
AM003003,AM0030,3,,2.2437,I,1100,E2,228,,1322,,,,,,,,,,,,,N,N,1988,,,0.8320726172,
AM003004,AM0030,4,,2.4236,I,150,E1,33705,345,1205,,,,,,,,,,,,,N,N,1988,,,0.1244813278,
AM003005,AM0030,5,,2.6212,I,2400,E2,89,,577,,,,,R2,,,514,,,,,N,N,1988,,,2.199816682,
AM003006,AM0030,6,,2.7142,I,131,E1,4396,45,330,,,,,,,,,,,,,N,N,1988,,,0.396969697,
AM003008,AM0030,8,,2.7142,I,35,E1,586,6,40,,,,,,,,,,,,,N,N,1988,,,0.875,
AM003009,AM0030,9,,2.6212,N,100,E1,3224,33,111,,,,,,,,,,,,,N,N,1988,,,0.9009009009,
AM003101,AM0031,1,,2.7133,N,300,E1,72098,739,3578,,,,,,,,,,,,,N,N,1988,,,0.08384572387,
AM003102,AM0031,2,,2.2437,N,75,E2,134,,770,,,,,,,,,,,,,N,N,1988,,,0.0974025974,
AM003103,AM0031,3,,2.2414,N,17000,E2,2515,,8426,,,,,,,,,,,,,N,N,1988,,,2.017564681,
AM003104,AM0031,4,,2.7261,N,225,E1,1758,18,76,E2,13,,43,,,,,,,,,N,N,1988,,,1.890756303,
AM003105,AM0031,5,,2.7121,N,6200,E1,47773,490,2784,,,,,,,,,,,,,N,N,1988,,,2.227011494,
AM003106,AM0031,6,,2.4312,N,,E1,20809,213,920,,,,,,,,,,,,,N,N,1988,,,,
AM003107,AM0031,7,,2.7142,N,214,E1,9086,93,613,,,,,,,,,,,,,N,N,1988,,,0.3491027732,
AM003108,AM0031,8,,2.8123,N,,E1,,,1018,,,,,,,,,,,,,N,N,1988,,,,
AM003109,AM0031,9,,2.7261,N,225,E1,2052,21,118,,,,,,,,,,,,,N,N,1988,,,1.906779661,
AM003201,AM0032,1,,2.7492,N,6790,E2,965,,3735,,,,,,,,,,,,,N,N,1988,,,1.81793842,
AM003202,AM0032,2,,2.8112,N,2000,E2,,,1450,,,,,,,,,,,,,N,N,1988,,,1.379310345,
AM003203,AM0032,3,,2.2136,N,94,E2,34,,115,,,,,,,,,,,,,N,N,1988,,,0.8173913043,
AM003204,AM0032,4,,2.2122,N,504,E2,326,,1193,,,,,,,,,,,,,N,N,1988,,,0.4224643755,
AM003205,AM0032,5,,2.4111,I,,E1,24912,255,1096,,,,,,,,,,,,,N,N,1988,,,,
AM003206,AM0032,6,,2.4312,I,,E1,14654,150,640,,,,,,,,,,,,,N,N,1988,,,,
AM003207,AM0032,7,,2.7121,I,2325,E1,15240,156,671,,,,,,,,,,,,,N,N,1988,,,3.464977645,
AM003208,AM0032,8,,2.6232,I,,E1,5275,54,325,,,,,,,,,,,,,N,N,1988,,,,
AM003209,AM0032,9,,2.7142,I,162,E1,879,9,72,,,,,,,,,,,,,N,N,1988,,,2.25,
AM003301,AM0033,1,,2.2414,N,49800,E2,5314,,10760,E1,-54513,-559,-1542,,,,,,,,,N,N,1988,,,5.402473422,
AM003302,AM0033,2,,2.2515,N,6575,E1,144490,1481,4089,,,,,,,,,,,,,N,N,1988,,,1.607972609,
AM003303,AM0033,3,,2.7142,N,16400,E1,56272,577,3800,,,,,,,,,,,,,N,N,1988,,,4.315789474,
AM003304,AM0033,4,,2.1233,I,810,E2,1706,,3454,,,,,,,,,,,,,N,N,1988,,,0.2345107122,
AM003305,AM0033,5,,2.2515,N,4000,E1,84115,862,2827,,,,,,,,,,,,,N,N,1988,,,1.414927485,
AM003306,AM0033,6,,2.2511,N,11180,E2,1357,,2746,,,,,R2,,,1750,,,,,N,N,1988,,,2.486654804,
AM003307,AM0033,7,,2.7142,N,11080,E1,32239,330,2210,,,,,,,,,,,,,N,N,1988,,,5.013574661,
AM003308,AM0033,8,,2.4111,N,,E1,74443,763,2107,,,,,,,,,,,,,N,N,1988,,,,
AM003309,AM0033,9,,2.7142,N,144,E1,6741,69,460,,,,,,,,,,,,,N,N,1988,,,0.3130434783,
AM003310,AM0033,10,,3.4154,I,300,E2,194,,393,,,,,,,,,,,,,N,N,1988,,,0.7633587786,
AM003311,AM0033,11,,2.4236,N,1000,E1,9965,102,279,,,,,,,,,,,,,N,N,1988,,,3.584229391,
AM003312,AM0033,12,,2.7121,N,,E1,4689,48,135,,,,,,,,,,,,,N,N,1988,,,,
AM003313,AM0033,13,,2.7142,N,152,E1,879,9,50,,,,,,,,,,,,,N,N,1988,,,3.04,
AM003401,AM0034,1,,2.6232,I,,E1,9672,99,275,,,,,,,,,,,,,N,N,1988,,,,
